species,series,subplot,scale,response,value,naturalisation_level,introduction_time,category
Filipendula vulgaris,NFD21_62,x,100,cover,1,NA,NA,native
Filipendula vulgaris,NFD21_63,NW,1e-4,p/a,1,NA,NA,native
Filipendula vulgaris,NFD21_63,NW,0.001,p/a,1,NA,NA,native
Filipendula vulgaris,NFD21_63,NW,0.01,p/a,1,NA,NA,native
Filipendula vulgaris,NFD21_63,NW,0.1,p/a,1,NA,NA,native
Filipendula vulgaris,NFD21_63,NW,1,p/a,1,NA,NA,native
Filipendula vulgaris,NFD21_63,NW,10,cover,1,NA,NA,native
Filipendula vulgaris,NFD21_63,SE,0.001,p/a,1,NA,NA,native
Filipendula vulgaris,NFD21_63,SE,0.01,p/a,1,NA,NA,native
Filipendula vulgaris,NFD21_63,SE,0.1,p/a,1,NA,NA,native
Filipendula vulgaris,NFD21_63,SE,1,p/a,1,NA,NA,native
Filipendula vulgaris,NFD21_63,SE,10,cover,1,NA,NA,native
Filipendula vulgaris,NFD21_63,x,100,cover,1,NA,NA,native
Filipendula vulgaris,NFD21_64,NW,0.001,p/a,1,NA,NA,native
Filipendula vulgaris,NFD21_64,NW,0.01,p/a,1,NA,NA,native
Filipendula vulgaris,NFD21_64,NW,0.1,p/a,1,NA,NA,native
Filipendula vulgaris,NFD21_64,NW,1,p/a,1,NA,NA,native
Filipendula vulgaris,NFD21_64,NW,10,cover,1,NA,NA,native
Filipendula vulgaris,NFD21_64,SE,0.01,p/a,1,NA,NA,native
Filipendula vulgaris,NFD21_64,SE,0.1,p/a,1,NA,NA,native
Filipendula vulgaris,NFD21_64,SE,1,p/a,1,NA,NA,native
Filipendula vulgaris,NFD21_64,SE,10,cover,1,NA,NA,native
Filipendula vulgaris,NFD21_64,x,100,cover,1,NA,NA,native
Fragaria vesca,NFD21_14,SE,0.001,p/a,1,NA,NA,native
Fragaria vesca,NFD21_14,SE,0.01,p/a,1,NA,NA,native
Fragaria vesca,NFD21_14,SE,0.1,p/a,1,NA,NA,native
Fragaria vesca,NFD21_14,SE,1,p/a,1,NA,NA,native
Fragaria vesca,NFD21_14,SE,10,cover,0.1,NA,NA,native
Fragaria vesca,NFD21_14,x,100,cover,0.05,NA,NA,native
Fragaria vesca,NFD21_58,SE,10,cover,0.5,NA,NA,native
Fragaria vesca,NFD21_58,x,100,cover,0.25,NA,NA,native
Fragaria vesca,NFD21_62,NW,0.001,p/a,1,NA,NA,native
Fragaria vesca,NFD21_62,NW,0.01,p/a,1,NA,NA,native
Fragaria vesca,NFD21_62,NW,0.1,p/a,1,NA,NA,native
Fragaria vesca,NFD21_62,NW,1,p/a,1,NA,NA,native
Fragaria vesca,NFD21_62,NW,10,cover,1,NA,NA,native
Fragaria vesca,NFD21_62,SE,1,p/a,1,NA,NA,native
Fragaria vesca,NFD21_62,SE,10,cover,0.5,NA,NA,native
Fragaria vesca,NFD21_62,x,100,cover,0.75,NA,NA,native
Fragaria vesca,NFD21_64,SE,1,p/a,1,NA,NA,native
Fragaria vesca,NFD21_64,SE,10,cover,0.5,NA,NA,native
Fragaria vesca,NFD21_64,x,100,cover,0.25,NA,NA,native
Fragaria viridis,NFD21_01,SE,0.1,p/a,1,NA,NA,native
Fragaria viridis,NFD21_01,SE,1,p/a,1,NA,NA,native
Fragaria viridis,NFD21_01,SE,10,cover,5,NA,NA,native
Fragaria viridis,NFD21_01,x,100,cover,2.5,NA,NA,native
Fragaria viridis,NFD21_05,SE,10,cover,0.2,NA,NA,native
Fragaria viridis,NFD21_05,x,100,cover,0.1,NA,NA,native
Fragaria viridis,NFD21_07,NW,10,cover,2,NA,NA,native
Fragaria viridis,NFD21_07,x,100,cover,1,NA,NA,native
Fragaria viridis,NFD21_08,NE,0.001,p/a,1,NA,NA,native
Fragaria viridis,NFD21_08,NE,0.01,p/a,1,NA,NA,native
Fragaria viridis,NFD21_08,NE,0.1,p/a,1,NA,NA,native
Fragaria viridis,NFD21_08,NE,1,p/a,1,NA,NA,native
Fragaria viridis,NFD21_08,NE,10,cover,0.5,NA,NA,native
Fragaria viridis,NFD21_08,SW,0.01,p/a,1,NA,NA,native
Fragaria viridis,NFD21_08,SW,0.1,p/a,1,NA,NA,native
Fragaria viridis,NFD21_08,SW,1,p/a,1,NA,NA,native
Fragaria viridis,NFD21_08,SW,10,cover,5,NA,NA,native
Fragaria viridis,NFD21_08,x,100,cover,2.75,NA,NA,native
Fragaria viridis,NFD21_56,x,100,cover,0.1,NA,NA,native
Fragaria viridis,NFD21_64,NW,0.01,p/a,1,NA,NA,native
Fragaria viridis,NFD21_64,NW,0.1,p/a,1,NA,NA,native
Fragaria viridis,NFD21_64,NW,1,p/a,1,NA,NA,native
Fragaria viridis,NFD21_64,NW,10,cover,0.5,NA,NA,native
Fragaria viridis,NFD21_64,x,100,cover,0.25,NA,NA,native
Gagea pratensis,NFD21_57,NW,0.01,p/a,1,NA,NA,native
Gagea pratensis,NFD21_57,NW,0.1,p/a,1,NA,NA,native
Gagea pratensis,NFD21_57,NW,1,p/a,1,NA,NA,native
Gagea pratensis,NFD21_57,NW,10,cover,0.5,NA,NA,native
Gagea pratensis,NFD21_57,x,100,cover,0.25,NA,NA,native
Galium album,NFD21_18,NW,1,p/a,1,NA,NA,native
Galium album,NFD21_18,NW,10,cover,0.5,NA,NA,native
Galium album,NFD21_18,SE,10,cover,0.1,NA,NA,native
Galium album,NFD21_18,x,100,cover,0.3,NA,NA,native
Galium album,NFD21_57,NW,0.1,p/a,1,NA,NA,native
Galium album,NFD21_57,NW,1,p/a,1,NA,NA,native
Galium album,NFD21_57,NW,10,cover,0.5,NA,NA,native
Galium album,NFD21_57,x,100,cover,0.25,NA,NA,native
Galium album,NFD21_61,x,100,cover,0.1,NA,NA,native
Galium aparine,NFD21_02,SE,10,cover,0.1,NA,NA,native
Galium aparine,NFD21_02,x,100,cover,0.05,NA,NA,native
Galium boreale,NFD21_57,SE,10,cover,1,NA,NA,native
Galium boreale,NFD21_57,x,100,cover,0.5,NA,NA,native
Galium boreale,NFD21_58,NW,1,p/a,1,NA,NA,native
Galium boreale,NFD21_58,NW,10,cover,1,NA,NA,native
Galium boreale,NFD21_58,x,100,cover,0.5,NA,NA,native
Galium boreale,NFD21_59,NE,0.1,p/a,1,NA,NA,native
Galium boreale,NFD21_59,NE,1,p/a,1,NA,NA,native
Galium boreale,NFD21_59,NE,10,cover,20,NA,NA,native
Galium boreale,NFD21_59,SW,0.01,p/a,1,NA,NA,native
Galium boreale,NFD21_59,SW,0.1,p/a,1,NA,NA,native
Galium boreale,NFD21_59,SW,1,p/a,1,NA,NA,native
Galium boreale,NFD21_59,SW,10,cover,25,NA,NA,native
Galium boreale,NFD21_59,x,100,cover,22.5,NA,NA,native
Galium boreale,NFD21_62,NW,10,cover,0.5,NA,NA,native
Galium boreale,NFD21_62,SE,10,cover,0.5,NA,NA,native
Galium boreale,NFD21_62,x,100,cover,0.5,NA,NA,native
Galium boreale,NFD21_63,NW,10,cover,0.01,NA,NA,native
Galium boreale,NFD21_63,SE,0.001,p/a,1,NA,NA,native
Galium boreale,NFD21_63,SE,0.01,p/a,1,NA,NA,native
Galium boreale,NFD21_63,SE,0.1,p/a,1,NA,NA,native
Galium boreale,NFD21_63,SE,1,p/a,1,NA,NA,native
Galium boreale,NFD21_63,SE,10,cover,0.5,NA,NA,native
Galium boreale,NFD21_63,x,100,cover,0.255,NA,NA,native
Galium boreale,NFD21_64,NW,10,cover,0.5,NA,NA,native
Galium boreale,NFD21_64,SE,0.1,p/a,1,NA,NA,native
Galium boreale,NFD21_64,SE,1,p/a,1,NA,NA,native
Galium boreale,NFD21_64,SE,10,cover,2,NA,NA,native
Galium boreale,NFD21_64,x,100,cover,1.25,NA,NA,native
Galium glaucum,NFD21_05,SE,1,p/a,1,NA,NA,native
Galium glaucum,NFD21_05,SE,10,cover,0.1,NA,NA,native
Galium glaucum,NFD21_05,x,100,cover,0.05,NA,NA,native
Galium glaucum,NFD21_56,SE,0.1,p/a,1,NA,NA,native
Galium glaucum,NFD21_56,SE,1,p/a,1,NA,NA,native
Galium glaucum,NFD21_56,SE,10,cover,1,NA,NA,native
Galium glaucum,NFD21_56,x,100,cover,0.5,NA,NA,native
Galium glaucum,NFD21_57,NW,1e-4,p/a,1,NA,NA,native
Galium glaucum,NFD21_57,NW,0.001,p/a,1,NA,NA,native
Galium glaucum,NFD21_57,NW,0.01,p/a,1,NA,NA,native
Galium glaucum,NFD21_57,NW,0.1,p/a,1,NA,NA,native
Galium glaucum,NFD21_57,NW,1,p/a,1,NA,NA,native
Galium glaucum,NFD21_57,NW,10,cover,2,NA,NA,native
Galium glaucum,NFD21_57,SE,0.01,p/a,1,NA,NA,native
Galium glaucum,NFD21_57,SE,0.1,p/a,1,NA,NA,native
Galium glaucum,NFD21_57,SE,1,p/a,1,NA,NA,native
Galium glaucum,NFD21_57,SE,10,cover,2,NA,NA,native
Galium glaucum,NFD21_57,x,100,cover,2,NA,NA,native
Galium mollugo,NFD21_01,x,100,cover,0.1,NA,NA,native
Galium mollugo,NFD21_04,NW,10,cover,0.5,NA,NA,native
Galium mollugo,NFD21_04,x,100,cover,0.25,NA,NA,native
Galium octonarium,NFD21_64,NW,0.1,p/a,1,NA,NA,native
Galium octonarium,NFD21_64,NW,1,p/a,1,NA,NA,native
Galium octonarium,NFD21_64,NW,10,cover,0.5,NA,NA,native
Galium octonarium,NFD21_64,x,100,cover,0.25,NA,NA,native
Galium odoratum,NFD21_58,NW,10,cover,1,NA,NA,native
Galium odoratum,NFD21_58,x,100,cover,0.5,NA,NA,native
Galium palustre,NFD21_17,NW,0.1,p/a,1,NA,NA,native
Galium palustre,NFD21_17,NW,1,p/a,1,NA,NA,native
Galium palustre,NFD21_17,NW,10,cover,1,NA,NA,native
Galium palustre,NFD21_17,x,100,cover,0.5,NA,NA,native
Galium rivale,NFD21_14,NW,10,cover,0.1,NA,NA,native
Galium rivale,NFD21_14,x,100,cover,0.05,NA,NA,native
Galium uliginosum,NFD21_17,SE,0.01,p/a,1,NA,NA,native
Galium uliginosum,NFD21_17,SE,0.1,p/a,1,NA,NA,native
Galium uliginosum,NFD21_17,SE,1,p/a,1,NA,NA,native
Galium uliginosum,NFD21_17,SE,10,cover,2,NA,NA,native
Galium uliginosum,NFD21_17,x,100,cover,1,NA,NA,native
Galium uliginosum,NFD21_18,NW,0.1,p/a,1,NA,NA,native
Galium uliginosum,NFD21_18,NW,1,p/a,1,NA,NA,native
Galium uliginosum,NFD21_18,NW,10,cover,0.01,NA,NA,native
Galium uliginosum,NFD21_18,SE,1,p/a,1,NA,NA,native
Galium uliginosum,NFD21_18,SE,10,cover,0.1,NA,NA,native
Galium uliginosum,NFD21_18,x,100,cover,0.055,NA,NA,native
Galium verum,NFD21_01,NW,0.1,p/a,1,NA,NA,native
Galium verum,NFD21_01,NW,1,p/a,1,NA,NA,native
Galium verum,NFD21_01,NW,10,cover,1,NA,NA,native
Galium verum,NFD21_01,SE,10,cover,0.5,NA,NA,native
Galium verum,NFD21_01,x,100,cover,0.75,NA,NA,native
Galium verum,NFD21_02,x,100,cover,0.1,NA,NA,native
Galium verum,NFD21_04,SE,1,p/a,1,NA,NA,native
Galium verum,NFD21_04,SE,10,cover,1,NA,NA,native
Galium verum,NFD21_04,x,100,cover,0.5,NA,NA,native
Galium verum,NFD21_05,NW,1,p/a,1,NA,NA,native
Galium verum,NFD21_05,NW,10,cover,0.5,NA,NA,native
Galium verum,NFD21_05,SE,10,cover,0.1,NA,NA,native
Galium verum,NFD21_05,x,100,cover,0.3,NA,NA,native
Galium verum,NFD21_08,SW,10,cover,0.1,NA,NA,native
Galium verum,NFD21_08,x,100,cover,0.05,NA,NA,native
Galium verum,NFD21_15,NW,1,p/a,1,NA,NA,native
Galium verum,NFD21_15,NW,10,cover,4,NA,NA,native
Galium verum,NFD21_15,SE,10,cover,0.5,NA,NA,native
Galium verum,NFD21_15,x,100,cover,2.25,NA,NA,native
Galium verum,NFD21_56,SE,1,p/a,1,NA,NA,native
Galium verum,NFD21_56,SE,10,cover,0.5,NA,NA,native
Galium verum,NFD21_56,x,100,cover,0.25,NA,NA,native
Galium verum,NFD21_58,SE,10,cover,1,NA,NA,native
Galium verum,NFD21_58,x,100,cover,0.5,NA,NA,native
Galium verum,NFD21_60,NW,10,cover,0.1,NA,NA,native
Galium verum,NFD21_60,SE,1,p/a,1,NA,NA,native
Galium verum,NFD21_60,SE,10,cover,0.5,NA,NA,native
Galium verum,NFD21_60,x,100,cover,0.3,NA,NA,native
Galium verum,NFD21_61,NW,1,p/a,1,NA,NA,native
Galium verum,NFD21_61,NW,10,cover,2,NA,NA,native
Galium verum,NFD21_61,x,100,cover,1,NA,NA,native
Galium verum,NFD21_62,NW,1,p/a,1,NA,NA,native
Galium verum,NFD21_62,NW,10,cover,0.5,NA,NA,native
Galium verum,NFD21_62,SE,0.1,p/a,1,NA,NA,native
Galium verum,NFD21_62,SE,1,p/a,1,NA,NA,native
Galium verum,NFD21_62,SE,10,cover,1,NA,NA,native
Galium verum,NFD21_62,x,100,cover,0.75,NA,NA,native
Galium verum,NFD21_63,SE,0.01,p/a,1,NA,NA,native
Galium verum,NFD21_63,SE,0.1,p/a,1,NA,NA,native
Galium verum,NFD21_63,SE,1,p/a,1,NA,NA,native
Galium verum,NFD21_63,SE,10,cover,0.5,NA,NA,native
Galium verum,NFD21_63,x,100,cover,0.25,NA,NA,native
Galium verum,NFD21_64,NW,1e-4,p/a,1,NA,NA,native
Galium verum,NFD21_64,NW,0.001,p/a,1,NA,NA,native
Galium verum,NFD21_64,NW,0.01,p/a,1,NA,NA,native
Galium verum,NFD21_64,NW,0.1,p/a,1,NA,NA,native
Galium verum,NFD21_64,NW,1,p/a,1,NA,NA,native
Galium verum,NFD21_64,NW,10,cover,1,NA,NA,native
Galium verum,NFD21_64,SE,1e-4,p/a,1,NA,NA,native
Galium verum,NFD21_64,SE,0.001,p/a,1,NA,NA,native
Galium verum,NFD21_64,SE,0.01,p/a,1,NA,NA,native
Galium verum,NFD21_64,SE,0.1,p/a,1,NA,NA,native
Galium verum,NFD21_64,SE,1,p/a,1,NA,NA,native
Galium verum,NFD21_64,SE,10,cover,2,NA,NA,native
Galium verum,NFD21_64,x,100,cover,1.5,NA,NA,native
Genista tinctoria,NFD21_01,NW,0.001,p/a,1,NA,NA,native
Genista tinctoria,NFD21_01,NW,0.01,p/a,1,NA,NA,native
Genista tinctoria,NFD21_01,NW,0.1,p/a,1,NA,NA,native
Genista tinctoria,NFD21_01,NW,1,p/a,1,NA,NA,native
Genista tinctoria,NFD21_01,NW,10,cover,2,NA,NA,native
Genista tinctoria,NFD21_01,SE,10,cover,5,NA,NA,native
Genista tinctoria,NFD21_01,x,100,cover,3.5,NA,NA,native
Genista tinctoria,NFD21_56,NW,1,p/a,1,NA,NA,native
Genista tinctoria,NFD21_56,NW,10,cover,2,NA,NA,native
Genista tinctoria,NFD21_56,SE,10,cover,2,NA,NA,native
Genista tinctoria,NFD21_56,x,100,cover,2,NA,NA,native
Genista tinctoria,NFD21_57,SE,10,cover,0.5,NA,NA,native
Genista tinctoria,NFD21_57,x,100,cover,0.25,NA,NA,native
Genista tinctoria,NFD21_62,NW,0.1,p/a,1,NA,NA,native
Genista tinctoria,NFD21_62,NW,1,p/a,1,NA,NA,native
Genista tinctoria,NFD21_62,NW,10,cover,4,NA,NA,native
Genista tinctoria,NFD21_62,SE,0.1,p/a,1,NA,NA,native
Genista tinctoria,NFD21_62,SE,1,p/a,1,NA,NA,native
Genista tinctoria,NFD21_62,SE,10,cover,2,NA,NA,native
Genista tinctoria,NFD21_62,x,100,cover,3,NA,NA,native
Genista tinctoria,NFD21_64,SE,1,p/a,1,NA,NA,native
Genista tinctoria,NFD21_64,SE,10,cover,5,NA,NA,native
Genista tinctoria,NFD21_64,x,100,cover,2.5,NA,NA,native
Gentiana acaulis,NFD21_10,NW,1,p/a,1,NA,NA,native
Gentiana acaulis,NFD21_10,NW,10,cover,0.1,NA,NA,native
Gentiana acaulis,NFD21_10,x,100,cover,0.05,NA,NA,native
Gentiana cruciata,NFD21_64,x,100,cover,0.1,NA,NA,native
Gentianella amarella,NFD21_09,NW,1,p/a,1,NA,NA,native
Gentianella amarella,NFD21_09,NW,10,cover,0.01,NA,NA,native
Gentianella amarella,NFD21_09,x,100,cover,0.005,NA,NA,native
Geranium pusillum,NFD21_07,NW,1,p/a,1,naturalised,archaeophyte,non_native
Geranium pusillum,NFD21_07,NW,10,cover,7,naturalised,archaeophyte,non_native
Geranium pusillum,NFD21_07,x,100,cover,3.5,naturalised,archaeophyte,non_native
Geranium sanguineum,NFD21_57,NW,0.01,p/a,1,NA,NA,native
Geranium sanguineum,NFD21_57,NW,0.1,p/a,1,NA,NA,native
Geranium sanguineum,NFD21_57,NW,1,p/a,1,NA,NA,native
Geranium sanguineum,NFD21_57,NW,10,cover,2,NA,NA,native
Geranium sanguineum,NFD21_57,SE,0.1,p/a,1,NA,NA,native
Geranium sanguineum,NFD21_57,SE,1,p/a,1,NA,NA,native
Geranium sanguineum,NFD21_57,SE,10,cover,2,NA,NA,native
Geranium sanguineum,NFD21_57,x,100,cover,2,NA,NA,native
Geranium sanguineum,NFD21_58,NW,10,cover,0.5,NA,NA,native
Geranium sanguineum,NFD21_58,x,100,cover,0.25,NA,NA,native
Geranium sibiricum,NFD21_02,SE,10,cover,0.5,naturalised,neophyte,non_native
Geranium sibiricum,NFD21_02,x,100,cover,0.25,naturalised,neophyte,non_native
Geranium sylvaticum,NFD21_09,SE,10,cover,0.5,NA,NA,native
Geranium sylvaticum,NFD21_09,x,100,cover,0.25,NA,NA,native
Geum rivale,NFD21_17,NW,10,cover,1,NA,NA,native
Geum rivale,NFD21_17,SE,10,cover,0.1,NA,NA,native
Geum rivale,NFD21_17,x,100,cover,0.55,NA,NA,native
Geum rivale,NFD21_18,NW,10,cover,0.5,NA,NA,native
Geum rivale,NFD21_18,SE,1,p/a,1,NA,NA,native
Geum rivale,NFD21_18,SE,10,cover,1,NA,NA,native
Geum rivale,NFD21_18,x,100,cover,0.75,NA,NA,native
Geum rivale,NFD21_59,x,100,cover,0.1,NA,NA,native
Gladiolus imbricatus,NFD21_63,NW,10,cover,0.1,NA,NA,native
Gladiolus imbricatus,NFD21_63,SE,10,cover,0.01,NA,NA,native
Gladiolus imbricatus,NFD21_63,x,100,cover,0.055,NA,NA,native
Glechoma hederacea,NFD21_60,NW,0.001,p/a,1,NA,NA,native
Glechoma hederacea,NFD21_60,NW,0.01,p/a,1,NA,NA,native
Glechoma hederacea,NFD21_60,NW,0.1,p/a,1,NA,NA,native
Glechoma hederacea,NFD21_60,NW,1,p/a,1,NA,NA,native
Glechoma hederacea,NFD21_60,NW,10,cover,2,NA,NA,native
Glechoma hederacea,NFD21_60,SE,0.01,p/a,1,NA,NA,native
Glechoma hederacea,NFD21_60,SE,0.1,p/a,1,NA,NA,native
Glechoma hederacea,NFD21_60,SE,1,p/a,1,NA,NA,native
Glechoma hederacea,NFD21_60,SE,10,cover,1,NA,NA,native
Glechoma hederacea,NFD21_60,x,100,cover,1.5,NA,NA,native
Gymnadenia carpatica,NFD21_11,NE,10,cover,0.1,NA,NA,native
Gymnadenia carpatica,NFD21_11,SW,0.1,p/a,1,NA,NA,native
Gymnadenia carpatica,NFD21_11,SW,1,p/a,1,NA,NA,native
Gymnadenia carpatica,NFD21_11,SW,10,cover,0.01,NA,NA,native
Gymnadenia carpatica,NFD21_11,x,100,cover,0.055,NA,NA,native
Gymnadenia carpatica,NFD21_12,SE,10,cover,0.01,NA,NA,native
Gymnadenia carpatica,NFD21_12,x,100,cover,0.005,NA,NA,native
Gymnadenia conopsea,NFD21_09,x,100,cover,0.1,NA,NA,native
Gymnadenia conopsea,NFD21_10,NW,0.1,p/a,1,NA,NA,native
Gymnadenia conopsea,NFD21_10,NW,1,p/a,1,NA,NA,native
Gymnadenia conopsea,NFD21_10,NW,10,cover,0.1,NA,NA,native
Gymnadenia conopsea,NFD21_10,x,100,cover,0.05,NA,NA,native
Gymnadenia conopsea,NFD21_12,x,100,cover,0.1,NA,NA,native
Gymnadenia conopsea,NFD21_13,NW,1e-4,p/a,1,NA,NA,native
Gymnadenia conopsea,NFD21_13,NW,0.001,p/a,1,NA,NA,native
Gymnadenia conopsea,NFD21_13,NW,0.01,p/a,1,NA,NA,native
Gymnadenia conopsea,NFD21_13,NW,0.1,p/a,1,NA,NA,native
Gymnadenia conopsea,NFD21_13,NW,1,p/a,1,NA,NA,native
Gymnadenia conopsea,NFD21_13,NW,10,cover,0.01,NA,NA,native
Gymnadenia conopsea,NFD21_13,x,100,cover,0.005,NA,NA,native
Gymnadenia conopsea,NFD21_14,x,100,cover,0.1,NA,NA,native
Gymnadenia conopsea,NFD21_15,NW,10,cover,1,NA,NA,native
Gymnadenia conopsea,NFD21_15,x,100,cover,0.5,NA,NA,native
Gymnadenia conopsea,NFD21_16,NW,0.1,p/a,1,NA,NA,native
Gymnadenia conopsea,NFD21_16,NW,1,p/a,1,NA,NA,native
Gymnadenia conopsea,NFD21_16,NW,10,cover,0.5,NA,NA,native
Gymnadenia conopsea,NFD21_16,SE,10,cover,0.1,NA,NA,native
Gymnadenia conopsea,NFD21_16,x,100,cover,0.3,NA,NA,native
Gymnadenia conopsea,NFD21_17,NW,1,p/a,1,NA,NA,native
Gymnadenia conopsea,NFD21_17,NW,10,cover,0.01,NA,NA,native
Gymnadenia conopsea,NFD21_17,x,100,cover,0.005,NA,NA,native
Gymnadenia conopsea,NFD21_18,SE,0.01,p/a,1,NA,NA,native
Gymnadenia conopsea,NFD21_18,SE,0.1,p/a,1,NA,NA,native
Gymnadenia conopsea,NFD21_18,SE,1,p/a,1,NA,NA,native
Gymnadenia conopsea,NFD21_18,SE,10,cover,0.1,NA,NA,native
Gymnadenia conopsea,NFD21_18,x,100,cover,0.05,NA,NA,native
Gymnadenia conopsea,NFD21_57,SE,0.1,p/a,1,NA,NA,native
Gymnadenia conopsea,NFD21_57,SE,1,p/a,1,NA,NA,native
Gymnadenia conopsea,NFD21_57,SE,10,cover,0.5,NA,NA,native
Gymnadenia conopsea,NFD21_57,x,100,cover,0.25,NA,NA,native
Helianthemum ovatum,NFD21_58,NW,10,cover,0.5,NA,NA,native
Helianthemum ovatum,NFD21_58,x,100,cover,0.25,NA,NA,native
Helichrysum arenarium,NFD21_07,NW,1,p/a,1,NA,NA,native
Helichrysum arenarium,NFD21_07,NW,10,cover,2,NA,NA,native
Helichrysum arenarium,NFD21_07,x,100,cover,1,NA,NA,native
Helichrysum arenarium,NFD21_08,SW,10,cover,0.2,NA,NA,native
Helichrysum arenarium,NFD21_08,x,100,cover,0.1,NA,NA,native
Helichrysum arenarium,NFD21_61,SE,10,cover,0.5,NA,NA,native
Helichrysum arenarium,NFD21_61,x,100,cover,0.25,NA,NA,native
Helictochloa planiculmis,NFD21_09,NW,10,cover,4,NA,NA,native
Helictochloa planiculmis,NFD21_09,SE,1,p/a,1,NA,NA,native
Helictochloa planiculmis,NFD21_09,SE,10,cover,5,NA,NA,native
Helictochloa planiculmis,NFD21_09,x,100,cover,4.5,NA,NA,native
Helictochloa planiculmis,NFD21_10,NW,0.1,p/a,1,NA,NA,native
Helictochloa planiculmis,NFD21_10,NW,1,p/a,1,NA,NA,native
Helictochloa planiculmis,NFD21_10,NW,10,cover,10,NA,NA,native
Helictochloa planiculmis,NFD21_10,SE,1e-4,p/a,1,NA,NA,native
Helictochloa planiculmis,NFD21_10,SE,0.001,p/a,1,NA,NA,native
Helictochloa planiculmis,NFD21_10,SE,0.01,p/a,1,NA,NA,native
Helictochloa planiculmis,NFD21_10,SE,0.1,p/a,1,NA,NA,native
Helictochloa planiculmis,NFD21_10,SE,1,p/a,1,NA,NA,native
Helictochloa planiculmis,NFD21_10,SE,10,cover,15,NA,NA,native
Helictochloa planiculmis,NFD21_10,x,100,cover,12.5,NA,NA,native
Helictochloa planiculmis,NFD21_12,x,100,cover,0.1,NA,NA,native
Helictochloa planiculmis,NFD21_13,NW,0.01,p/a,1,NA,NA,native
Helictochloa planiculmis,NFD21_13,NW,0.1,p/a,1,NA,NA,native
Helictochloa planiculmis,NFD21_13,NW,1,p/a,1,NA,NA,native
Helictochloa planiculmis,NFD21_13,NW,10,cover,1,NA,NA,native
Helictochloa planiculmis,NFD21_13,x,100,cover,0.5,NA,NA,native
Helictochloa planiculmis,NFD21_14,NW,0.01,p/a,1,NA,NA,native
Helictochloa planiculmis,NFD21_14,NW,0.1,p/a,1,NA,NA,native
Helictochloa planiculmis,NFD21_14,NW,1,p/a,1,NA,NA,native
Helictochloa planiculmis,NFD21_14,NW,10,cover,5,NA,NA,native
Helictochloa planiculmis,NFD21_14,SE,0.1,p/a,1,NA,NA,native
Helictochloa planiculmis,NFD21_14,SE,1,p/a,1,NA,NA,native
Helictochloa planiculmis,NFD21_14,SE,10,cover,1,NA,NA,native
Helictochloa planiculmis,NFD21_14,x,100,cover,3,NA,NA,native
Helictochloa planiculmis,NFD21_16,NW,1e-4,p/a,1,NA,NA,native
Helictochloa planiculmis,NFD21_16,NW,0.001,p/a,1,NA,NA,native
Helictochloa planiculmis,NFD21_16,NW,0.01,p/a,1,NA,NA,native
Helictochloa planiculmis,NFD21_16,NW,0.1,p/a,1,NA,NA,native
Helictochloa planiculmis,NFD21_16,NW,1,p/a,1,NA,NA,native
Helictochloa planiculmis,NFD21_16,NW,10,cover,20,NA,NA,native
Helictochloa planiculmis,NFD21_16,SE,0.1,p/a,1,NA,NA,native
Helictochloa planiculmis,NFD21_16,SE,1,p/a,1,NA,NA,native
Helictochloa planiculmis,NFD21_16,SE,10,cover,5,NA,NA,native
Helictochloa planiculmis,NFD21_16,x,100,cover,12.5,NA,NA,native
Heracleum sphondylium,NFD21_01,NW,1,p/a,1,NA,NA,native
Heracleum sphondylium,NFD21_01,NW,10,cover,0.1,NA,NA,native
Heracleum sphondylium,NFD21_01,x,100,cover,1,NA,NA,native
Herniaria incana,NFD21_07,NW,10,cover,1,NA,NA,native
Herniaria incana,NFD21_07,SE,1,p/a,1,NA,NA,native
Herniaria incana,NFD21_07,SE,10,cover,0.01,NA,NA,native
Herniaria incana,NFD21_07,x,100,cover,0.505,NA,NA,native
Hieracium bifidum,NFD21_11,SW,1,p/a,1,NA,NA,native
Hieracium bifidum,NFD21_11,SW,10,cover,1,NA,NA,native
Hieracium bifidum,NFD21_11,x,100,cover,0.5,NA,NA,native
Hieracium umbellatum,NFD21_16,SE,10,cover,0.01,NA,NA,native
Hieracium umbellatum,NFD21_16,x,100,cover,0.005,NA,NA,native
Hieracium umbellatum,NFD21_62,SE,1,p/a,1,NA,NA,native
Hieracium umbellatum,NFD21_62,SE,10,cover,0.5,NA,NA,native
Hieracium umbellatum,NFD21_62,x,100,cover,0.25,NA,NA,native
Hieracium umbellatum,NFD21_64,SE,10,cover,0.5,NA,NA,native
Hieracium umbellatum,NFD21_64,x,100,cover,0.25,NA,NA,native
Hieracium virosum,NFD21_06,SE,10,cover,0.5,NA,NA,native
Hieracium virosum,NFD21_06,x,100,cover,0.25,NA,NA,native
Hieracium virosum,NFD21_07,SE,10,cover,1,NA,NA,native
Hieracium virosum,NFD21_07,x,100,cover,0.5,NA,NA,native
Hieracium virosum,NFD21_08,NE,0.1,p/a,1,NA,NA,native
Hieracium virosum,NFD21_08,NE,1,p/a,1,NA,NA,native
Hieracium virosum,NFD21_08,NE,10,cover,0.1,NA,NA,native
Hieracium virosum,NFD21_08,SW,10,cover,0.1,NA,NA,native
Hieracium virosum,NFD21_08,x,100,cover,0.1,NA,NA,native
Hieracium virosum,NFD21_11,NE,0.01,p/a,1,NA,NA,native
