dataset,layer,group,species,series,subplot,scale,response,value
7,H,VP,Fragaria vesca,NFD21_58,x,100,cover,0.25
7,H,VP,Fragaria vesca,NFD21_62,NW,0.001,p/a,1
7,H,VP,Fragaria vesca,NFD21_62,NW,0.01,p/a,1
7,H,VP,Fragaria vesca,NFD21_62,NW,0.1,p/a,1
7,H,VP,Fragaria vesca,NFD21_62,NW,1,p/a,1
7,H,VP,Fragaria vesca,NFD21_62,NW,10,cover,1
7,H,VP,Fragaria vesca,NFD21_62,SE,1,p/a,1
7,H,VP,Fragaria vesca,NFD21_62,SE,10,cover,0.5
7,H,VP,Fragaria vesca,NFD21_62,x,100,cover,0.75
7,H,VP,Fragaria vesca,NFD21_64,SE,1,p/a,1
7,H,VP,Fragaria vesca,NFD21_64,SE,10,cover,0.5
7,H,VP,Fragaria vesca,NFD21_64,x,100,cover,0.25
7,H,VP,Fragaria viridis,NFD21_01,SE,0.1,p/a,1
7,H,VP,Fragaria viridis,NFD21_01,SE,1,p/a,1
7,H,VP,Fragaria viridis,NFD21_01,SE,10,cover,5
7,H,VP,Fragaria viridis,NFD21_01,x,100,cover,2.5
7,H,VP,Fragaria viridis,NFD21_05,SE,10,cover,0.2
7,H,VP,Fragaria viridis,NFD21_05,x,100,cover,0.1
7,H,VP,Fragaria viridis,NFD21_07,NW,10,cover,2
7,H,VP,Fragaria viridis,NFD21_07,x,100,cover,1
7,H,VP,Fragaria viridis,NFD21_08,NE,0.001,p/a,1
7,H,VP,Fragaria viridis,NFD21_08,NE,0.01,p/a,1
7,H,VP,Fragaria viridis,NFD21_08,NE,0.1,p/a,1
7,H,VP,Fragaria viridis,NFD21_08,NE,1,p/a,1
7,H,VP,Fragaria viridis,NFD21_08,NE,10,cover,0.5
7,H,VP,Fragaria viridis,NFD21_08,SW,0.01,p/a,1
7,H,VP,Fragaria viridis,NFD21_08,SW,0.1,p/a,1
7,H,VP,Fragaria viridis,NFD21_08,SW,1,p/a,1
7,H,VP,Fragaria viridis,NFD21_08,SW,10,cover,5
7,H,VP,Fragaria viridis,NFD21_08,x,100,cover,2.75
7,H,VP,Fragaria viridis,NFD21_56,x,100,cover,0.1
7,H,VP,Fragaria viridis,NFD21_64,NW,0.01,p/a,1
7,H,VP,Fragaria viridis,NFD21_64,NW,0.1,p/a,1
7,H,VP,Fragaria viridis,NFD21_64,NW,1,p/a,1
7,H,VP,Fragaria viridis,NFD21_64,NW,10,cover,0.5
7,H,VP,Fragaria viridis,NFD21_64,x,100,cover,0.25
7,H,VP,Gagea pratensis,NFD21_57,NW,0.01,p/a,1
7,H,VP,Gagea pratensis,NFD21_57,NW,0.1,p/a,1
7,H,VP,Gagea pratensis,NFD21_57,NW,1,p/a,1
7,H,VP,Gagea pratensis,NFD21_57,NW,10,cover,0.5
7,H,VP,Gagea pratensis,NFD21_57,x,100,cover,0.25
7,H,VP,Galium album subsp. album,NFD21_18,NW,1,p/a,1
7,H,VP,Galium album subsp. album,NFD21_18,NW,10,cover,0.5
7,H,VP,Galium album subsp. album,NFD21_18,SE,10,cover,0.1
7,H,VP,Galium album subsp. album,NFD21_18,x,100,cover,0.3
7,H,VP,Galium album subsp. album,NFD21_57,NW,0.1,p/a,1
7,H,VP,Galium album subsp. album,NFD21_57,NW,1,p/a,1
7,H,VP,Galium album subsp. album,NFD21_57,NW,10,cover,0.5
7,H,VP,Galium album subsp. album,NFD21_57,x,100,cover,0.25
7,H,VP,Galium album subsp. album,NFD21_61,x,100,cover,0.1
7,H,VP,Galium aparine,NFD21_02,SE,10,cover,0.1
7,H,VP,Galium aparine,NFD21_02,x,100,cover,0.05
7,H,VP,Galium boreale subsp. boreale,NFD21_57,SE,10,cover,1
7,H,VP,Galium boreale subsp. boreale,NFD21_57,x,100,cover,0.5
7,H,VP,Galium boreale subsp. boreale,NFD21_58,NW,1,p/a,1
7,H,VP,Galium boreale subsp. boreale,NFD21_58,NW,10,cover,1
7,H,VP,Galium boreale subsp. boreale,NFD21_58,x,100,cover,0.5
7,H,VP,Galium boreale subsp. boreale,NFD21_59,NE,0.1,p/a,1
7,H,VP,Galium boreale subsp. boreale,NFD21_59,NE,1,p/a,1
7,H,VP,Galium boreale subsp. boreale,NFD21_59,NE,10,cover,20
7,H,VP,Galium boreale subsp. boreale,NFD21_59,SW,0.01,p/a,1
7,H,VP,Galium boreale subsp. boreale,NFD21_59,SW,0.1,p/a,1
7,H,VP,Galium boreale subsp. boreale,NFD21_59,SW,1,p/a,1
7,H,VP,Galium boreale subsp. boreale,NFD21_59,SW,10,cover,25
7,H,VP,Galium boreale subsp. boreale,NFD21_59,x,100,cover,22.5
7,H,VP,Galium boreale subsp. boreale,NFD21_62,NW,10,cover,0.5
7,H,VP,Galium boreale subsp. boreale,NFD21_62,SE,10,cover,0.5
7,H,VP,Galium boreale subsp. boreale,NFD21_62,x,100,cover,0.5
7,H,VP,Galium boreale subsp. boreale,NFD21_63,NW,10,cover,0.01
7,H,VP,Galium boreale subsp. boreale,NFD21_63,SE,0.001,p/a,1
7,H,VP,Galium boreale subsp. boreale,NFD21_63,SE,0.01,p/a,1
7,H,VP,Galium boreale subsp. boreale,NFD21_63,SE,0.1,p/a,1
7,H,VP,Galium boreale subsp. boreale,NFD21_63,SE,1,p/a,1
7,H,VP,Galium boreale subsp. boreale,NFD21_63,SE,10,cover,0.5
7,H,VP,Galium boreale subsp. boreale,NFD21_63,x,100,cover,0.255
7,H,VP,Galium boreale subsp. boreale,NFD21_64,NW,10,cover,0.5
7,H,VP,Galium boreale subsp. boreale,NFD21_64,SE,0.1,p/a,1
7,H,VP,Galium boreale subsp. boreale,NFD21_64,SE,1,p/a,1
7,H,VP,Galium boreale subsp. boreale,NFD21_64,SE,10,cover,2
7,H,VP,Galium boreale subsp. boreale,NFD21_64,x,100,cover,1.25
7,H,VP,Galium glaucum,NFD21_05,SE,1,p/a,1
7,H,VP,Galium glaucum,NFD21_05,SE,10,cover,0.1
7,H,VP,Galium glaucum,NFD21_05,x,100,cover,0.05
7,H,VP,Galium glaucum,NFD21_56,SE,0.1,p/a,1
7,H,VP,Galium glaucum,NFD21_56,SE,1,p/a,1
7,H,VP,Galium glaucum,NFD21_56,SE,10,cover,1
7,H,VP,Galium glaucum,NFD21_56,x,100,cover,0.5
7,H,VP,Galium glaucum,NFD21_57,NW,0.0001,p/a,1
7,H,VP,Galium glaucum,NFD21_57,NW,0.001,p/a,1
7,H,VP,Galium glaucum,NFD21_57,NW,0.01,p/a,1
7,H,VP,Galium glaucum,NFD21_57,NW,0.1,p/a,1
7,H,VP,Galium glaucum,NFD21_57,NW,1,p/a,1
7,H,VP,Galium glaucum,NFD21_57,NW,10,cover,2
7,H,VP,Galium glaucum,NFD21_57,SE,0.01,p/a,1
7,H,VP,Galium glaucum,NFD21_57,SE,0.1,p/a,1
7,H,VP,Galium glaucum,NFD21_57,SE,1,p/a,1
7,H,VP,Galium glaucum,NFD21_57,SE,10,cover,2
7,H,VP,Galium glaucum,NFD21_57,x,100,cover,2
7,H,VP,Galium mollugo,NFD21_01,x,100,cover,0.1
7,H,VP,Galium mollugo,NFD21_04,NW,10,cover,0.5
7,H,VP,Galium mollugo,NFD21_04,x,100,cover,0.25
7,H,VP,Galium octonarium,NFD21_64,NW,0.1,p/a,1
7,H,VP,Galium octonarium,NFD21_64,NW,1,p/a,1
7,H,VP,Galium octonarium,NFD21_64,NW,10,cover,0.5
7,H,VP,Galium octonarium,NFD21_64,x,100,cover,0.25
7,H,VP,Galium odoratum,NFD21_58,NW,10,cover,1
7,H,VP,Galium odoratum,NFD21_58,x,100,cover,0.5
7,H,VP,Galium palustre,NFD21_17,NW,0.1,p/a,1
7,H,VP,Galium palustre,NFD21_17,NW,1,p/a,1
7,H,VP,Galium palustre,NFD21_17,NW,10,cover,1
7,H,VP,Galium palustre,NFD21_17,x,100,cover,0.5
7,H,VP,Galium rivale,NFD21_14,NW,10,cover,0.1
7,H,VP,Galium rivale,NFD21_14,x,100,cover,0.05
7,H,VP,Galium uliginosum,NFD21_17,SE,0.01,p/a,1
7,H,VP,Galium uliginosum,NFD21_17,SE,0.1,p/a,1
7,H,VP,Galium uliginosum,NFD21_17,SE,1,p/a,1
7,H,VP,Galium uliginosum,NFD21_17,SE,10,cover,2
7,H,VP,Galium uliginosum,NFD21_17,x,100,cover,1
7,H,VP,Galium uliginosum,NFD21_18,NW,0.1,p/a,1
7,H,VP,Galium uliginosum,NFD21_18,NW,1,p/a,1
7,H,VP,Galium uliginosum,NFD21_18,NW,10,cover,0.01
7,H,VP,Galium uliginosum,NFD21_18,SE,1,p/a,1
7,H,VP,Galium uliginosum,NFD21_18,SE,10,cover,0.1
7,H,VP,Galium uliginosum,NFD21_18,x,100,cover,0.055
7,H,VP,Galium verum,NFD21_01,NW,0.1,p/a,1
7,H,VP,Galium verum,NFD21_01,NW,1,p/a,1
7,H,VP,Galium verum,NFD21_01,NW,10,cover,1
7,H,VP,Galium verum,NFD21_01,SE,10,cover,0.5
7,H,VP,Galium verum,NFD21_01,x,100,cover,0.75
7,H,VP,Galium verum,NFD21_02,x,100,cover,0.1
7,H,VP,Galium verum,NFD21_04,SE,1,p/a,1
7,H,VP,Galium verum,NFD21_04,SE,10,cover,1
7,H,VP,Galium verum,NFD21_04,x,100,cover,0.5
7,H,VP,Galium verum,NFD21_05,NW,1,p/a,1
7,H,VP,Galium verum,NFD21_05,NW,10,cover,0.5
7,H,VP,Galium verum,NFD21_05,SE,10,cover,0.1
7,H,VP,Galium verum,NFD21_05,x,100,cover,0.3
7,H,VP,Galium verum,NFD21_08,SW,10,cover,0.1
7,H,VP,Galium verum,NFD21_08,x,100,cover,0.05
7,H,VP,Galium verum,NFD21_15,NW,1,p/a,1
7,H,VP,Galium verum,NFD21_15,NW,10,cover,4
7,H,VP,Galium verum,NFD21_15,SE,10,cover,0.5
7,H,VP,Galium verum,NFD21_15,x,100,cover,2.25
7,H,VP,Galium verum,NFD21_56,SE,1,p/a,1
7,H,VP,Galium verum,NFD21_56,SE,10,cover,0.5
7,H,VP,Galium verum,NFD21_56,x,100,cover,0.25
7,H,VP,Galium verum,NFD21_58,SE,10,cover,1
7,H,VP,Galium verum,NFD21_58,x,100,cover,0.5
7,H,VP,Galium verum,NFD21_60,NW,10,cover,0.1
7,H,VP,Galium verum,NFD21_60,SE,1,p/a,1
7,H,VP,Galium verum,NFD21_60,SE,10,cover,0.5
7,H,VP,Galium verum,NFD21_60,x,100,cover,0.3
7,H,VP,Galium verum,NFD21_61,NW,1,p/a,1
7,H,VP,Galium verum,NFD21_61,NW,10,cover,2
7,H,VP,Galium verum,NFD21_61,x,100,cover,1
7,H,VP,Galium verum,NFD21_62,NW,1,p/a,1
7,H,VP,Galium verum,NFD21_62,NW,10,cover,0.5
7,H,VP,Galium verum,NFD21_62,SE,0.1,p/a,1
7,H,VP,Galium verum,NFD21_62,SE,1,p/a,1
7,H,VP,Galium verum,NFD21_62,SE,10,cover,1
7,H,VP,Galium verum,NFD21_62,x,100,cover,0.75
7,H,VP,Galium verum,NFD21_63,SE,0.01,p/a,1
7,H,VP,Galium verum,NFD21_63,SE,0.1,p/a,1
7,H,VP,Galium verum,NFD21_63,SE,1,p/a,1
7,H,VP,Galium verum,NFD21_63,SE,10,cover,0.5
7,H,VP,Galium verum,NFD21_63,x,100,cover,0.25
7,H,VP,Galium verum,NFD21_64,NW,0.0001,p/a,1
7,H,VP,Galium verum,NFD21_64,NW,0.001,p/a,1
7,H,VP,Galium verum,NFD21_64,NW,0.01,p/a,1
7,H,VP,Galium verum,NFD21_64,NW,0.1,p/a,1
7,H,VP,Galium verum,NFD21_64,NW,1,p/a,1
7,H,VP,Galium verum,NFD21_64,NW,10,cover,1
7,H,VP,Galium verum,NFD21_64,SE,0.0001,p/a,1
7,H,VP,Galium verum,NFD21_64,SE,0.001,p/a,1
7,H,VP,Galium verum,NFD21_64,SE,0.01,p/a,1
7,H,VP,Galium verum,NFD21_64,SE,0.1,p/a,1
7,H,VP,Galium verum,NFD21_64,SE,1,p/a,1
7,H,VP,Galium verum,NFD21_64,SE,10,cover,2
7,H,VP,Galium verum,NFD21_64,x,100,cover,1.5
7,H,VP,Genista tinctoria,NFD21_01,NW,0.001,p/a,1
7,H,VP,Genista tinctoria,NFD21_01,NW,0.01,p/a,1
7,H,VP,Genista tinctoria,NFD21_01,NW,0.1,p/a,1
7,H,VP,Genista tinctoria,NFD21_01,NW,1,p/a,1
7,H,VP,Genista tinctoria,NFD21_01,NW,10,cover,2
7,H,VP,Genista tinctoria,NFD21_01,SE,10,cover,5
7,H,VP,Genista tinctoria,NFD21_01,x,100,cover,3.5
7,H,VP,Genista tinctoria,NFD21_56,NW,1,p/a,1
7,H,VP,Genista tinctoria,NFD21_56,NW,10,cover,2
7,H,VP,Genista tinctoria,NFD21_56,SE,10,cover,2
7,H,VP,Genista tinctoria,NFD21_56,x,100,cover,2
7,H,VP,Genista tinctoria,NFD21_57,SE,10,cover,0.5
7,H,VP,Genista tinctoria,NFD21_57,x,100,cover,0.25
7,H,VP,Genista tinctoria,NFD21_62,NW,0.1,p/a,1
7,H,VP,Genista tinctoria,NFD21_62,NW,1,p/a,1
7,H,VP,Genista tinctoria,NFD21_62,NW,10,cover,4
7,H,VP,Genista tinctoria,NFD21_62,SE,0.1,p/a,1
7,H,VP,Genista tinctoria,NFD21_62,SE,1,p/a,1
7,H,VP,Genista tinctoria,NFD21_62,SE,10,cover,2
7,H,VP,Genista tinctoria,NFD21_62,x,100,cover,3
7,H,VP,Genista tinctoria,NFD21_64,SE,1,p/a,1
7,H,VP,Genista tinctoria,NFD21_64,SE,10,cover,5
7,H,VP,Genista tinctoria,NFD21_64,x,100,cover,2.5
7,H,VP,Gentiana acaulis,NFD21_10,NW,1,p/a,1
7,H,VP,Gentiana acaulis,NFD21_10,NW,10,cover,0.1
7,H,VP,Gentiana acaulis,NFD21_10,x,100,cover,0.05
7,H,VP,Gentiana cruciata,NFD21_64,x,100,cover,0.1
7,H,VP,Gentianella amarella,NFD21_09,NW,1,p/a,1
7,H,VP,Gentianella amarella,NFD21_09,NW,10,cover,0.01
7,H,VP,Gentianella amarella,NFD21_09,x,100,cover,0.005
7,H,VP,Gentianella species,NFD21_10,NW,10,cover,0.01
7,H,VP,Gentianella species,NFD21_10,x,100,cover,0.005
7,H,VP,Geranium pusillum,NFD21_07,NW,1,p/a,1
7,H,VP,Geranium pusillum,NFD21_07,NW,10,cover,7
7,H,VP,Geranium pusillum,NFD21_07,x,100,cover,3.5
7,H,VP,Geranium sanguineum,NFD21_57,NW,0.01,p/a,1
7,H,VP,Geranium sanguineum,NFD21_57,NW,0.1,p/a,1
7,H,VP,Geranium sanguineum,NFD21_57,NW,1,p/a,1
7,H,VP,Geranium sanguineum,NFD21_57,NW,10,cover,2
7,H,VP,Geranium sanguineum,NFD21_57,SE,0.1,p/a,1
7,H,VP,Geranium sanguineum,NFD21_57,SE,1,p/a,1
7,H,VP,Geranium sanguineum,NFD21_57,SE,10,cover,2
7,H,VP,Geranium sanguineum,NFD21_57,x,100,cover,2
7,H,VP,Geranium sanguineum,NFD21_58,NW,10,cover,0.5
7,H,VP,Geranium sanguineum,NFD21_58,x,100,cover,0.25
7,H,VP,Geranium sibiricum,NFD21_02,SE,10,cover,0.5
7,H,VP,Geranium sibiricum,NFD21_02,x,100,cover,0.25
7,H,VP,Geranium sylvaticum,NFD21_09,SE,10,cover,0.5
7,H,VP,Geranium sylvaticum,NFD21_09,x,100,cover,0.25
7,H,VP,Geum rivale,NFD21_17,NW,10,cover,1
7,H,VP,Geum rivale,NFD21_17,SE,10,cover,0.1
7,H,VP,Geum rivale,NFD21_17,x,100,cover,0.55
7,H,VP,Geum rivale,NFD21_18,NW,10,cover,0.5
7,H,VP,Geum rivale,NFD21_18,SE,1,p/a,1
7,H,VP,Geum rivale,NFD21_18,SE,10,cover,1
7,H,VP,Geum rivale,NFD21_18,x,100,cover,0.75
7,H,VP,Geum rivale,NFD21_59,x,100,cover,0.1
7,H,VP,Gladiolus imbricatus,NFD21_63,NW,10,cover,0.1
7,H,VP,Gladiolus imbricatus,NFD21_63,SE,10,cover,0.01
7,H,VP,Gladiolus imbricatus,NFD21_63,x,100,cover,0.055
7,H,VP,Glechoma hederacea,NFD21_60,NW,0.001,p/a,1
7,H,VP,Glechoma hederacea,NFD21_60,NW,0.01,p/a,1
7,H,VP,Glechoma hederacea,NFD21_60,NW,0.1,p/a,1
7,H,VP,Glechoma hederacea,NFD21_60,NW,1,p/a,1
7,H,VP,Glechoma hederacea,NFD21_60,NW,10,cover,2
7,H,VP,Glechoma hederacea,NFD21_60,SE,0.01,p/a,1
7,H,VP,Glechoma hederacea,NFD21_60,SE,0.1,p/a,1
7,H,VP,Glechoma hederacea,NFD21_60,SE,1,p/a,1
7,H,VP,Glechoma hederacea,NFD21_60,SE,10,cover,1
7,H,VP,Glechoma hederacea,NFD21_60,x,100,cover,1.5
7,H,VP,Gymnadenia carpatica,NFD21_11,NE,10,cover,0.1
7,H,VP,Gymnadenia carpatica,NFD21_11,SW,0.1,p/a,1
7,H,VP,Gymnadenia carpatica,NFD21_11,SW,1,p/a,1
7,H,VP,Gymnadenia carpatica,NFD21_11,SW,10,cover,0.01
7,H,VP,Gymnadenia carpatica,NFD21_11,x,100,cover,0.055
7,H,VP,Gymnadenia carpatica,NFD21_12,SE,10,cover,0.01
7,H,VP,Gymnadenia carpatica,NFD21_12,x,100,cover,0.005
7,H,VP,Gymnadenia conopsea,NFD21_09,x,100,cover,0.1
7,H,VP,Gymnadenia conopsea,NFD21_10,NW,0.1,p/a,1
7,H,VP,Gymnadenia conopsea,NFD21_10,NW,1,p/a,1
7,H,VP,Gymnadenia conopsea,NFD21_10,NW,10,cover,0.1
7,H,VP,Gymnadenia conopsea,NFD21_10,x,100,cover,0.05
7,H,VP,Gymnadenia conopsea,NFD21_12,x,100,cover,0.1
7,H,VP,Gymnadenia conopsea,NFD21_13,NW,0.0001,p/a,1
7,H,VP,Gymnadenia conopsea,NFD21_13,NW,0.001,p/a,1
7,H,VP,Gymnadenia conopsea,NFD21_13,NW,0.01,p/a,1
7,H,VP,Gymnadenia conopsea,NFD21_13,NW,0.1,p/a,1
7,H,VP,Gymnadenia conopsea,NFD21_13,NW,1,p/a,1
7,H,VP,Gymnadenia conopsea,NFD21_13,NW,10,cover,0.01
7,H,VP,Gymnadenia conopsea,NFD21_13,x,100,cover,0.005
7,H,VP,Gymnadenia conopsea,NFD21_14,x,100,cover,0.1
7,H,VP,Gymnadenia conopsea,NFD21_15,NW,10,cover,1
7,H,VP,Gymnadenia conopsea,NFD21_15,x,100,cover,0.5
7,H,VP,Gymnadenia conopsea,NFD21_16,NW,0.1,p/a,1
7,H,VP,Gymnadenia conopsea,NFD21_16,NW,1,p/a,1
7,H,VP,Gymnadenia conopsea,NFD21_16,NW,10,cover,0.5
7,H,VP,Gymnadenia conopsea,NFD21_16,SE,10,cover,0.1
7,H,VP,Gymnadenia conopsea,NFD21_16,x,100,cover,0.3
7,H,VP,Gymnadenia conopsea,NFD21_17,NW,1,p/a,1
7,H,VP,Gymnadenia conopsea,NFD21_17,NW,10,cover,0.01
7,H,VP,Gymnadenia conopsea,NFD21_17,x,100,cover,0.005
7,H,VP,Gymnadenia conopsea,NFD21_18,SE,0.01,p/a,1
7,H,VP,Gymnadenia conopsea,NFD21_18,SE,0.1,p/a,1
7,H,VP,Gymnadenia conopsea,NFD21_18,SE,1,p/a,1
7,H,VP,Gymnadenia conopsea,NFD21_18,SE,10,cover,0.1
7,H,VP,Gymnadenia conopsea,NFD21_18,x,100,cover,0.05
7,H,VP,Gymnadenia conopsea,NFD21_57,SE,0.1,p/a,1
7,H,VP,Gymnadenia conopsea,NFD21_57,SE,1,p/a,1
7,H,VP,Gymnadenia conopsea,NFD21_57,SE,10,cover,0.5
7,H,VP,Gymnadenia conopsea,NFD21_57,x,100,cover,0.25
7,H,VP,Helianthemum nummularium subsp. obscurum,NFD21_58,NW,10,cover,0.5
7,H,VP,Helianthemum nummularium subsp. obscurum,NFD21_58,x,100,cover,0.25
7,H,VP,Helichrysum arenarium,NFD21_07,NW,1,p/a,1
7,H,VP,Helichrysum arenarium,NFD21_07,NW,10,cover,2
7,H,VP,Helichrysum arenarium,NFD21_07,x,100,cover,1
7,H,VP,Helichrysum arenarium,NFD21_08,SW,10,cover,0.2
7,H,VP,Helichrysum arenarium,NFD21_08,x,100,cover,0.1
7,H,VP,Helichrysum arenarium,NFD21_61,SE,10,cover,0.5
7,H,VP,Helichrysum arenarium,NFD21_61,x,100,cover,0.25
7,H,VP,Helictochloa planiculmis,NFD21_09,NW,10,cover,4
7,H,VP,Helictochloa planiculmis,NFD21_09,SE,1,p/a,1
7,H,VP,Helictochloa planiculmis,NFD21_09,SE,10,cover,5
7,H,VP,Helictochloa planiculmis,NFD21_09,x,100,cover,4.5
7,H,VP,Helictochloa planiculmis,NFD21_10,NW,0.1,p/a,1
7,H,VP,Helictochloa planiculmis,NFD21_10,NW,1,p/a,1
7,H,VP,Helictochloa planiculmis,NFD21_10,NW,10,cover,10
7,H,VP,Helictochloa planiculmis,NFD21_10,SE,0.0001,p/a,1
7,H,VP,Helictochloa planiculmis,NFD21_10,SE,0.001,p/a,1
7,H,VP,Helictochloa planiculmis,NFD21_10,SE,0.01,p/a,1
7,H,VP,Helictochloa planiculmis,NFD21_10,SE,0.1,p/a,1
7,H,VP,Helictochloa planiculmis,NFD21_10,SE,1,p/a,1
7,H,VP,Helictochloa planiculmis,NFD21_10,SE,10,cover,15
7,H,VP,Helictochloa planiculmis,NFD21_10,x,100,cover,12.5
7,H,VP,Helictochloa planiculmis,NFD21_12,x,100,cover,0.1
7,H,VP,Helictochloa planiculmis,NFD21_13,NW,0.01,p/a,1
7,H,VP,Helictochloa planiculmis,NFD21_13,NW,0.1,p/a,1
7,H,VP,Helictochloa planiculmis,NFD21_13,NW,1,p/a,1
7,H,VP,Helictochloa planiculmis,NFD21_13,NW,10,cover,1
7,H,VP,Helictochloa planiculmis,NFD21_13,x,100,cover,0.5
7,H,VP,Helictochloa planiculmis,NFD21_14,NW,0.01,p/a,1
7,H,VP,Helictochloa planiculmis,NFD21_14,NW,0.1,p/a,1
7,H,VP,Helictochloa planiculmis,NFD21_14,NW,1,p/a,1
7,H,VP,Helictochloa planiculmis,NFD21_14,NW,10,cover,5
7,H,VP,Helictochloa planiculmis,NFD21_14,SE,0.1,p/a,1
7,H,VP,Helictochloa planiculmis,NFD21_14,SE,1,p/a,1
7,H,VP,Helictochloa planiculmis,NFD21_14,SE,10,cover,1
7,H,VP,Helictochloa planiculmis,NFD21_14,x,100,cover,3
7,H,VP,Helictochloa planiculmis,NFD21_16,NW,0.0001,p/a,1
7,H,VP,Helictochloa planiculmis,NFD21_16,NW,0.001,p/a,1
7,H,VP,Helictochloa planiculmis,NFD21_16,NW,0.01,p/a,1
7,H,VP,Helictochloa planiculmis,NFD21_16,NW,0.1,p/a,1
7,H,VP,Helictochloa planiculmis,NFD21_16,NW,1,p/a,1
7,H,VP,Helictochloa planiculmis,NFD21_16,NW,10,cover,20
7,H,VP,Helictochloa planiculmis,NFD21_16,SE,0.1,p/a,1
7,H,VP,Helictochloa planiculmis,NFD21_16,SE,1,p/a,1
7,H,VP,Helictochloa planiculmis,NFD21_16,SE,10,cover,5
7,H,VP,Helictochloa planiculmis,NFD21_16,x,100,cover,12.5
7,H,VP,Helictotrichon species,NFD21_56,x,100,cover,0.1
7,H,VP,Helictotrichon species,NFD21_57,x,100,cover,0.1
7,H,VP,Helictotrichon species,NFD21_58,SE,10,cover,2
7,H,VP,Helictotrichon species,NFD21_58,x,100,cover,1
7,H,VP,Helictotrichon species,NFD21_62,NW,0.1,p/a,1
7,H,VP,Helictotrichon species,NFD21_62,NW,1,p/a,1
7,H,VP,Helictotrichon species,NFD21_62,NW,10,cover,0.5
7,H,VP,Helictotrichon species,NFD21_62,x,100,cover,0.25
7,H,VP,Heracleum sphondylium,NFD21_01,NW,1,p/a,1
7,H,VP,Heracleum sphondylium,NFD21_01,NW,10,cover,0.1
7,H,VP,Heracleum sphondylium,NFD21_01,x,100,cover,1
7,H,VP,Herniaria incana,NFD21_07,NW,10,cover,1
7,H,VP,Herniaria incana,NFD21_07,SE,1,p/a,1
7,H,VP,Herniaria incana,NFD21_07,SE,10,cover,0.01
7,H,VP,Herniaria incana,NFD21_07,x,100,cover,0.505
7,H,VP,Hieracium bifidum,NFD21_11,SW,1,p/a,1
7,H,VP,Hieracium bifidum,NFD21_11,SW,10,cover,1
7,H,VP,Hieracium bifidum,NFD21_11,x,100,cover,0.5
7,H,VP,Hieracium species,NFD21_10,NW,0.1,p/a,1
7,H,VP,Hieracium species,NFD21_10,NW,1,p/a,1
7,H,VP,Hieracium species,NFD21_10,NW,10,cover,0.1
7,H,VP,Hieracium species,NFD21_10,x,100,cover,0.05
7,H,VP,Hieracium species,NFD21_12,NW,10,cover,0.5
7,H,VP,Hieracium species,NFD21_12,x,100,cover,0.25
7,H,VP,Hieracium species,NFD21_63,NW,10,cover,0.5
7,H,VP,Hieracium species,NFD21_63,x,100,cover,0.25
7,H,VP,Hieracium umbellatum,NFD21_16,SE,10,cover,0.01
7,H,VP,Hieracium umbellatum,NFD21_16,x,100,cover,0.005
7,H,VP,Hieracium umbellatum,NFD21_62,SE,1,p/a,1
7,H,VP,Hieracium umbellatum,NFD21_62,SE,10,cover,0.5
7,H,VP,Hieracium umbellatum,NFD21_62,x,100,cover,0.25
7,H,VP,Hieracium umbellatum,NFD21_64,SE,10,cover,0.5
7,H,VP,Hieracium umbellatum,NFD21_64,x,100,cover,0.25
7,H,VP,Hieracium virosum,NFD21_06,SE,10,cover,0.5
7,H,VP,Hieracium virosum,NFD21_06,x,100,cover,0.25
7,H,VP,Hieracium virosum,NFD21_07,SE,10,cover,1
7,H,VP,Hieracium virosum,NFD21_07,x,100,cover,0.5
7,H,VP,Hieracium virosum,NFD21_08,NE,0.1,p/a,1
7,H,VP,Hieracium virosum,NFD21_08,NE,1,p/a,1
7,H,VP,Hieracium virosum,NFD21_08,NE,10,cover,0.1
7,H,VP,Hieracium virosum,NFD21_08,SW,10,cover,0.1
7,H,VP,Hieracium virosum,NFD21_08,x,100,cover,0.1
7,H,VP,Hieracium virosum,NFD21_11,NE,0.01,p/a,1
7,H,VP,Hieracium virosum,NFD21_11,NE,0.1,p/a,1
7,H,VP,Hieracium virosum,NFD21_11,NE,1,p/a,1
7,H,VP,Hieracium virosum,NFD21_11,NE,10,cover,0.1
7,H,VP,Hieracium virosum,NFD21_11,SW,0.01,p/a,1
7,H,VP,Hieracium virosum,NFD21_11,SW,0.1,p/a,1
7,H,VP,Hieracium virosum,NFD21_11,SW,1,p/a,1
7,H,VP,Hieracium virosum,NFD21_11,SW,10,cover,2
7,H,VP,Hieracium virosum,NFD21_11,x,100,cover,1.05
7,H,VP,Holcus lanatus,NFD21_63,SE,10,cover,0.5
7,H,VP,Holcus lanatus,NFD21_63,x,100,cover,0.25
7,H,VP,Holosteum umbellatum,NFD21_01,x,100,cover,0.1
7,H,VP,Holosteum umbellatum,NFD21_07,NW,0.1,p/a,1
7,H,VP,Holosteum umbellatum,NFD21_07,NW,1,p/a,1
7,H,VP,Holosteum umbellatum,NFD21_07,NW,10,cover,0.1
7,H,VP,Holosteum umbellatum,NFD21_07,SE,1,p/a,1
7,H,VP,Holosteum umbellatum,NFD21_07,SE,10,cover,0.01
7,H,VP,Holosteum umbellatum,NFD21_07,x,100,cover,0.055
7,H,VP,Holosteum umbellatum,NFD21_10,NW,1,p/a,1
7,H,VP,Holosteum umbellatum,NFD21_10,NW,10,cover,0.5
