series,species,subplot,scale,response,value,Disturbance.Frequency,Disturbance.Severity
NFD21_34,primula elatior,SE,10,cover,0.1,0.1959,0.63055
NFD21_34,primula elatior,x,100,cover,0.05,0.1959,0.63055
NFD21_34,prunella vulgaris,SE,1,p/a,1,0.93044,0.52169
NFD21_34,prunella vulgaris,SE,10,cover,3,0.93044,0.52169
NFD21_34,prunella vulgaris,x,100,cover,1.5,0.93044,0.52169
NFD21_20,anemone scherfelii,x,100,cover,0.01,0.80349,0.35281
NFD21_21,anemone scherfelii,SW,10,cover,1,0.80349,0.35281
NFD21_21,anemone scherfelii,x,100,cover,0.5,0.80349,0.35281
NFD21_36,quercus robur,SW,10,cover,0.1,0.09816,0.69028
NFD21_36,quercus robur,x,100,cover,0.05,0.09816,0.69028
NFD21_35,ranunculus acris,SE,10,cover,0.1,1.46656,0.50747
NFD21_35,ranunculus acris,x,100,cover,0.05,1.46656,0.50747
NFD21_36,ranunculus acris,SW,0.01,p/a,1,1.46656,0.50747
NFD21_36,ranunculus acris,SW,0.1,p/a,1,1.46656,0.50747
NFD21_36,ranunculus acris,SW,1,p/a,1,1.46656,0.50747
NFD21_36,ranunculus acris,SW,10,cover,0.5,1.46656,0.50747
NFD21_36,ranunculus acris,x,100,cover,0.25,1.46656,0.50747
NFD21_39,ranunculus acris,NW,0.1,p/a,1,1.46656,0.50747
NFD21_39,ranunculus acris,NW,1,p/a,1,1.46656,0.50747
NFD21_39,ranunculus acris,NW,10,cover,0.3,1.46656,0.50747
NFD21_39,ranunculus acris,x,100,cover,0.15,1.46656,0.50747
NFD21_31,ranunculus auricomus,x,100,cover,0.01,0.3655,0.60194
NFD21_35,ranunculus flammula,SE,0.1,p/a,1,1.41658,0.41482
NFD21_35,ranunculus flammula,SE,1,p/a,1,1.41658,0.41482
NFD21_35,ranunculus flammula,SE,10,cover,3,1.41658,0.41482
NFD21_35,ranunculus flammula,x,100,cover,1.5,1.41658,0.41482
NFD21_36,ranunculus flammula,NE,1,p/a,1,1.41658,0.41482
NFD21_36,ranunculus flammula,NE,10,cover,1,1.41658,0.41482
NFD21_36,ranunculus flammula,SW,1,p/a,1,1.41658,0.41482
NFD21_36,ranunculus flammula,SW,10,cover,1,1.41658,0.41482
NFD21_36,ranunculus flammula,x,100,cover,1,1.41658,0.41482
NFD21_37,ranunculus polyanthemos,NW,1,p/a,1,0.44402,0.56115
NFD21_37,ranunculus polyanthemos,NW,10,cover,0.01,0.44402,0.56115
NFD21_37,ranunculus polyanthemos,x,100,cover,0.005,0.44402,0.56115
NFD21_39,ranunculus polyanthemos,SE,0.1,p/a,1,0.44402,0.56115
NFD21_39,ranunculus polyanthemos,SE,1,p/a,1,0.44402,0.56115
NFD21_39,ranunculus polyanthemos,SE,10,cover,0.5,0.44402,0.56115
NFD21_39,ranunculus polyanthemos,x,100,cover,0.25,0.44402,0.56115
NFD21_31,ranunculus pseudomontanus,NW,10,cover,0.1,1.29477,0.29551
NFD21_31,ranunculus pseudomontanus,x,100,cover,0.05,1.29477,0.29551
NFD21_34,ranunculus pseudomontanus,NW,10,cover,0.1,1.29477,0.29551
NFD21_34,ranunculus pseudomontanus,SE,1,p/a,1,1.29477,0.29551
NFD21_34,ranunculus pseudomontanus,SE,10,cover,0.01,1.29477,0.29551
NFD21_34,ranunculus pseudomontanus,x,100,cover,0.055,1.29477,0.29551
NFD21_35,ranunculus repens,NW,1,p/a,1,1.02734,0.53692
NFD21_35,ranunculus repens,NW,10,cover,1,1.02734,0.53692
NFD21_35,ranunculus repens,SE,1,p/a,1,1.02734,0.53692
NFD21_35,ranunculus repens,SE,10,cover,0.1,1.02734,0.53692
NFD21_35,ranunculus repens,x,100,cover,0.55,1.02734,0.53692
NFD21_36,ranunculus repens,NE,0.01,p/a,1,1.02734,0.53692
NFD21_36,ranunculus repens,NE,0.1,p/a,1,1.02734,0.53692
NFD21_36,ranunculus repens,NE,1,p/a,1,1.02734,0.53692
NFD21_36,ranunculus repens,NE,10,cover,2,1.02734,0.53692
NFD21_36,ranunculus repens,SW,0.01,p/a,1,1.02734,0.53692
NFD21_36,ranunculus repens,SW,0.1,p/a,1,1.02734,0.53692
NFD21_36,ranunculus repens,SW,1,p/a,1,1.02734,0.53692
NFD21_36,ranunculus repens,SW,10,cover,2,1.02734,0.53692
NFD21_36,ranunculus repens,x,100,cover,2,1.02734,0.53692
NFD21_39,ranunculus repens,SE,1,p/a,1,1.02734,0.53692
NFD21_39,ranunculus repens,SE,10,cover,0.5,1.02734,0.53692
NFD21_39,ranunculus repens,x,100,cover,0.25,1.02734,0.53692
NFD21_42,ranunculus repens,NW,0.001,p/a,1,1.02734,0.53692
NFD21_42,ranunculus repens,NW,0.01,p/a,1,1.02734,0.53692
NFD21_42,ranunculus repens,NW,0.1,p/a,1,1.02734,0.53692
NFD21_42,ranunculus repens,NW,1,p/a,1,1.02734,0.53692
NFD21_42,ranunculus repens,NW,10,cover,10,1.02734,0.53692
NFD21_42,ranunculus repens,SE,1e-4,p/a,1,1.02734,0.53692
NFD21_42,ranunculus repens,SE,0.001,p/a,1,1.02734,0.53692
NFD21_42,ranunculus repens,SE,0.01,p/a,1,1.02734,0.53692
NFD21_42,ranunculus repens,SE,0.1,p/a,1,1.02734,0.53692
NFD21_42,ranunculus repens,SE,1,p/a,1,1.02734,0.53692
NFD21_42,ranunculus repens,SE,10,cover,10,1.02734,0.53692
NFD21_42,ranunculus repens,x,100,cover,10,1.02734,0.53692
NFD21_36,rhamnus cathartica,x,100,cover,1,0.15902,0.64208
NFD21_39,rhinanthus minor,SE,1,p/a,1,1.94423,0.49203
NFD21_39,rhinanthus minor,SE,10,cover,3,1.94423,0.49203
NFD21_39,rhinanthus minor,x,100,cover,1.5,1.94423,0.49203
NFD21_34,sedum roseum,x,100,cover,1,0.87923,0.32861
NFD21_20,rhododendron myrtifolium,NE,10,cover,0.1,0.62431,0.32026
NFD21_20,rhododendron myrtifolium,SW,10,cover,0.5,0.62431,0.32026
NFD21_20,rhododendron myrtifolium,x,100,cover,0.3,0.62431,0.32026
NFD21_21,rhododendron myrtifolium,NE,0.01,p/a,1,0.62431,0.32026
NFD21_21,rhododendron myrtifolium,NE,0.1,p/a,1,0.62431,0.32026
NFD21_21,rhododendron myrtifolium,NE,1,p/a,1,0.62431,0.32026
NFD21_21,rhododendron myrtifolium,NE,10,cover,5,0.62431,0.32026
NFD21_21,rhododendron myrtifolium,SW,1,p/a,1,0.62431,0.32026
NFD21_21,rhododendron myrtifolium,SW,10,cover,10,0.62431,0.32026
NFD21_21,rhododendron myrtifolium,x,100,cover,7.5,0.62431,0.32026
NFD21_36,rorippa palustris,NE,10,cover,0.1,1.65889,0.67691
NFD21_36,rorippa palustris,x,100,cover,0.05,1.65889,0.67691
NFD21_42,rorippa palustris,NW,10,cover,0.2,1.65889,0.67691
NFD21_42,rorippa palustris,SE,10,cover,2,1.65889,0.67691
NFD21_42,rorippa palustris,x,100,cover,1.1,1.65889,0.67691
NFD21_23,rumex acetosa,NW,10,cover,0.001,1.42792,0.51255
NFD21_23,rumex acetosa,x,100,cover,5e-4,1.42792,0.51255
NFD21_34,rumex acetosa,SE,10,cover,0.1,1.42792,0.51255
NFD21_34,rumex acetosa,x,100,cover,0.05,1.42792,0.51255
NFD21_39,rumex acetosa,SE,1,p/a,1,1.42792,0.51255
NFD21_39,rumex acetosa,SE,10,cover,0.5,1.42792,0.51255
NFD21_39,rumex acetosa,x,100,cover,0.25,1.42792,0.51255
NFD21_42,rumex acetosa,SE,10,cover,0.3,1.42792,0.51255
NFD21_42,rumex acetosa,x,100,cover,0.15,1.42792,0.51255
NFD21_37,rumex acetosella,NW,0.01,p/a,1,0.89651,0.55827
NFD21_37,rumex acetosella,NW,0.1,p/a,1,0.89651,0.55827
NFD21_37,rumex acetosella,NW,1,p/a,1,0.89651,0.55827
NFD21_37,rumex acetosella,NW,10,cover,15,0.89651,0.55827
NFD21_37,rumex acetosella,SE,0.1,p/a,1,0.89651,0.55827
NFD21_37,rumex acetosella,SE,1,p/a,1,0.89651,0.55827
NFD21_37,rumex acetosella,SE,10,cover,12,0.89651,0.55827
NFD21_37,rumex acetosella,x,100,cover,13.5,0.89651,0.55827
NFD21_38,rumex acetosella,SE,10,cover,0.5,0.89651,0.55827
NFD21_38,rumex acetosella,x,100,cover,0.25,0.89651,0.55827
NFD21_39,rumex acetosella,SE,10,cover,0.1,0.89651,0.55827
NFD21_39,rumex acetosella,x,100,cover,0.05,0.89651,0.55827
NFD21_40,rumex acetosella,NW,1,p/a,1,0.89651,0.55827
NFD21_40,rumex acetosella,NW,10,cover,1,0.89651,0.55827
NFD21_40,rumex acetosella,SE,0.1,p/a,1,0.89651,0.55827
NFD21_40,rumex acetosella,SE,1,p/a,1,0.89651,0.55827
NFD21_40,rumex acetosella,SE,10,cover,3,0.89651,0.55827
NFD21_40,rumex acetosella,x,100,cover,2,0.89651,0.55827
NFD21_42,rumex acetosella,NW,0.1,p/a,1,0.89651,0.55827
NFD21_42,rumex acetosella,NW,1,p/a,1,0.89651,0.55827
NFD21_42,rumex acetosella,NW,10,cover,1,0.89651,0.55827
NFD21_42,rumex acetosella,x,100,cover,0.5,0.89651,0.55827
NFD21_39,rumex alpestris,NW,1,p/a,1,0.97553,0.50213
NFD21_39,rumex alpestris,NW,10,cover,2,0.97553,0.50213
NFD21_39,rumex alpestris,x,100,cover,1,0.97553,0.50213
NFD21_36,rumex confertus,NE,10,cover,0.1,1.37787,0.59077
NFD21_36,rumex confertus,x,100,cover,0.05,1.37787,0.59077
NFD21_42,rumex confertus,NW,10,cover,0.5,1.37787,0.59077
NFD21_42,rumex confertus,SE,1,p/a,1,1.37787,0.59077
NFD21_42,rumex confertus,SE,10,cover,7,1.37787,0.59077
NFD21_42,rumex confertus,x,100,cover,3.75,1.37787,0.59077
NFD21_35,rumex crispus,x,100,cover,1,1.60436,0.58355
NFD21_34,rumex scutatus,SE,10,cover,1,0.97553,0.50213
NFD21_34,rumex scutatus,x,100,cover,0.5,0.97553,0.50213
NFD21_40,rumex thyrsiflorus,NW,1,p/a,1,1.42978,0.54473
NFD21_40,rumex thyrsiflorus,NW,10,cover,0.1,1.42978,0.54473
NFD21_40,rumex thyrsiflorus,x,100,cover,0.05,1.42978,0.54473
NFD21_31,salix cinerea,SE,10,cover,0.01,0.53908,0.48274
NFD21_31,salix cinerea,x,100,cover,0.005,0.53908,0.48274
NFD21_36,salix cinerea,x,100,cover,1,0.53908,0.48274
NFD21_33,salix herbacea,NW,0.001,p/a,1,1.45983,0.21393
NFD21_33,salix herbacea,NW,0.01,p/a,1,1.45983,0.21393
NFD21_33,salix herbacea,NW,0.1,p/a,1,1.45983,0.21393
NFD21_33,salix herbacea,NW,1,p/a,1,1.45983,0.21393
NFD21_33,salix herbacea,NW,10,cover,20,1.45983,0.21393
NFD21_33,salix herbacea,SE,1e-4,p/a,1,1.45983,0.21393
NFD21_33,salix herbacea,SE,0.001,p/a,1,1.45983,0.21393
NFD21_33,salix herbacea,SE,0.01,p/a,1,1.45983,0.21393
NFD21_33,salix herbacea,SE,0.1,p/a,1,1.45983,0.21393
NFD21_33,salix herbacea,SE,1,p/a,1,1.45983,0.21393
NFD21_33,salix herbacea,SE,10,cover,10,1.45983,0.21393
NFD21_33,salix herbacea,x,100,cover,15,1.45983,0.21393
NFD21_34,salix silesiaca,NW,10,cover,1,0.30448,0.51727
NFD21_34,salix silesiaca,SE,10,cover,0.9,0.30448,0.51727
NFD21_34,salix silesiaca,x,100,cover,0.95,0.30448,0.51727
NFD21_36,salix triandra,x,100,cover,1,0.79787,0.57756
NFD21_31,scabiosa lucida,x,100,cover,0.01,0.83476,0.40642
NFD21_36,scolochloa festucacea,NE,10,cover,0.1,NA,NA
NFD21_36,scolochloa festucacea,x,100,cover,0.05,NA,NA
NFD21_42,festuca pratensis,SE,1e-4,p/a,1,1.76795,0.5177
NFD21_42,festuca pratensis,SE,0.001,p/a,1,1.76795,0.5177
NFD21_42,festuca pratensis,SE,0.01,p/a,1,1.76795,0.5177
NFD21_42,festuca pratensis,SE,0.1,p/a,1,1.76795,0.5177
NFD21_42,festuca pratensis,SE,1,p/a,1,1.76795,0.5177
NFD21_42,festuca pratensis,SE,10,cover,40,1.76795,0.5177
NFD21_42,festuca pratensis,x,100,cover,20,1.76795,0.5177
NFD21_36,scorzoneroides autumnalis,NE,1,p/a,1,1.77608,0.50511
NFD21_36,scorzoneroides autumnalis,NE,10,cover,0.01,1.77608,0.50511
NFD21_36,scorzoneroides autumnalis,SW,10,cover,0.5,1.77608,0.50511
NFD21_36,scorzoneroides autumnalis,x,100,cover,0.255,1.77608,0.50511
NFD21_39,scorzoneroides autumnalis,SE,0.1,p/a,1,1.77608,0.50511
NFD21_39,scorzoneroides autumnalis,SE,1,p/a,1,1.77608,0.50511
NFD21_39,scorzoneroides autumnalis,SE,10,cover,1,1.77608,0.50511
NFD21_39,scorzoneroides autumnalis,x,100,cover,0.5,1.77608,0.50511
NFD21_34,scorzoneroides crocea,SE,10,cover,0.1,NA,NA
NFD21_34,scorzoneroides crocea,x,100,cover,0.05,NA,NA
NFD21_42,cnidium dubium,NW,1,p/a,1,1.15952,0.53301
NFD21_42,cnidium dubium,NW,10,cover,0.5,1.15952,0.53301
NFD21_42,cnidium dubium,SE,10,cover,0.5,1.15952,0.53301
NFD21_42,cnidium dubium,x,100,cover,0.5,1.15952,0.53301
NFD21_23,senecio nemorensis,NE,0.1,p/a,1,0.11121,0.66412
NFD21_23,senecio nemorensis,NE,1,p/a,1,0.11121,0.66412
NFD21_23,senecio nemorensis,NE,10,cover,5,0.11121,0.66412
NFD21_23,senecio nemorensis,NW,1,p/a,1,0.11121,0.66412
NFD21_23,senecio nemorensis,NW,10,cover,0.1,0.11121,0.66412
NFD21_23,senecio nemorensis,x,100,cover,2.55,0.11121,0.66412
NFD21_34,senecio nemorensis,x,100,cover,1,0.11121,0.66412
NFD21_20,sesleria coerulans,SW,10,cover,0.15,1.11312,0.3134
NFD21_20,sesleria coerulans,x,100,cover,0.075,1.11312,0.3134
NFD21_23,sesleria coerulans,x,100,cover,0.01,1.11312,0.3134
NFD21_27,sesleria coerulans,NW,10,cover,1,1.11312,0.3134
NFD21_27,sesleria coerulans,SE,1,p/a,1,1.11312,0.3134
NFD21_27,sesleria coerulans,SE,10,cover,2,1.11312,0.3134
NFD21_27,sesleria coerulans,x,100,cover,1.5,1.11312,0.3134
NFD21_28,sesleria coerulans,SE,1,p/a,1,1.11312,0.3134
NFD21_28,sesleria coerulans,SE,10,cover,3,1.11312,0.3134
NFD21_28,sesleria coerulans,x,100,cover,1.5,1.11312,0.3134
NFD21_30,sesleria coerulans,NW,1,p/a,1,1.11312,0.3134
NFD21_30,sesleria coerulans,NW,10,cover,10,1.11312,0.3134
NFD21_30,sesleria coerulans,SE,10,cover,3,1.11312,0.3134
NFD21_30,sesleria coerulans,x,100,cover,6.5,1.11312,0.3134
NFD21_31,sesleria coerulans,NW,1,p/a,1,1.11312,0.3134
NFD21_31,sesleria coerulans,NW,10,cover,4,1.11312,0.3134
NFD21_31,sesleria coerulans,SE,1e-4,p/a,1,1.11312,0.3134
NFD21_31,sesleria coerulans,SE,0.001,p/a,1,1.11312,0.3134
NFD21_31,sesleria coerulans,SE,0.01,p/a,1,1.11312,0.3134
NFD21_31,sesleria coerulans,SE,0.1,p/a,1,1.11312,0.3134
NFD21_31,sesleria coerulans,SE,1,p/a,1,1.11312,0.3134
NFD21_31,sesleria coerulans,SE,10,cover,10,1.11312,0.3134
NFD21_31,sesleria coerulans,x,100,cover,7,1.11312,0.3134
NFD21_33,sesleria coerulans,NW,1,p/a,1,1.11312,0.3134
NFD21_33,sesleria coerulans,NW,10,cover,1,1.11312,0.3134
NFD21_33,sesleria coerulans,SE,10,cover,1,1.11312,0.3134
NFD21_33,sesleria coerulans,x,100,cover,1,1.11312,0.3134
NFD21_34,sesleria coerulans,NW,10,cover,0.5,1.11312,0.3134
NFD21_34,sesleria coerulans,SE,10,cover,0.1,1.11312,0.3134
NFD21_34,sesleria coerulans,x,100,cover,0.3,1.11312,0.3134
NFD21_40,setaria viridis,SE,1,p/a,1,1.71292,0.8122
NFD21_40,setaria viridis,SE,10,cover,0.1,1.71292,0.8122
NFD21_40,setaria viridis,x,100,cover,0.05,1.71292,0.8122
NFD21_42,silene flos-cuculi,NW,1,p/a,1,1.31159,0.51608
NFD21_42,silene flos-cuculi,NW,10,cover,0.1,1.31159,0.51608
NFD21_42,silene flos-cuculi,x,100,cover,0.05,1.31159,0.51608
NFD21_40,silene latifolia,SE,10,cover,0.1,0.84477,0.70633
NFD21_40,silene latifolia,x,100,cover,0.05,0.84477,0.70633
NFD21_31,silene nutans,NW,10,cover,1,0.38258,0.55375
NFD21_31,silene nutans,x,100,cover,0.5,0.38258,0.55375
NFD21_20,soldanella hungarica,NE,1e-4,p/a,1,0.099030000000000007,0.58632
NFD21_20,soldanella hungarica,NE,0.001,p/a,1,0.099030000000000007,0.58632
NFD21_20,soldanella hungarica,NE,0.01,p/a,1,0.099030000000000007,0.58632
NFD21_20,soldanella hungarica,NE,0.1,p/a,1,0.099030000000000007,0.58632
NFD21_20,soldanella hungarica,NE,1,p/a,1,0.099030000000000007,0.58632
NFD21_20,soldanella hungarica,NE,10,cover,5,0.099030000000000007,0.58632
NFD21_20,soldanella hungarica,SW,0.001,p/a,1,0.099030000000000007,0.58632
NFD21_20,soldanella hungarica,SW,0.01,p/a,1,0.099030000000000007,0.58632
NFD21_20,soldanella hungarica,SW,0.1,p/a,1,0.099030000000000007,0.58632
NFD21_20,soldanella hungarica,SW,1,p/a,1,0.099030000000000007,0.58632
NFD21_20,soldanella hungarica,SW,10,cover,8,0.099030000000000007,0.58632
NFD21_20,soldanella hungarica,x,100,cover,6.5,0.099030000000000007,0.58632
NFD21_23,soldanella hungarica,NW,10,cover,0.001,0.099030000000000007,0.58632
NFD21_23,soldanella hungarica,x,100,cover,5e-4,0.099030000000000007,0.58632
NFD21_26,soldanella hungarica,SE,0.1,p/a,1,0.099030000000000007,0.58632
NFD21_26,soldanella hungarica,SE,1,p/a,1,0.099030000000000007,0.58632
NFD21_26,soldanella hungarica,SE,10,cover,0.5,0.099030000000000007,0.58632
NFD21_26,soldanella hungarica,x,100,cover,0.25,0.099030000000000007,0.58632
NFD21_28,soldanella hungarica,NW,0.1,p/a,1,0.099030000000000007,0.58632
NFD21_28,soldanella hungarica,NW,1,p/a,1,0.099030000000000007,0.58632
NFD21_28,soldanella hungarica,NW,10,cover,5,0.099030000000000007,0.58632
NFD21_28,soldanella hungarica,x,100,cover,2.5,0.099030000000000007,0.58632
NFD21_30,soldanella hungarica,SE,0.1,p/a,1,0.099030000000000007,0.58632
NFD21_30,soldanella hungarica,SE,1,p/a,1,0.099030000000000007,0.58632
NFD21_30,soldanella hungarica,SE,10,cover,0.1,0.099030000000000007,0.58632
NFD21_30,soldanella hungarica,x,100,cover,0.05,0.099030000000000007,0.58632
NFD21_33,soldanella hungarica,NW,0.1,p/a,1,0.099030000000000007,0.58632
NFD21_33,soldanella hungarica,NW,1,p/a,1,0.099030000000000007,0.58632
NFD21_33,soldanella hungarica,NW,10,cover,10,0.099030000000000007,0.58632
NFD21_33,soldanella hungarica,SE,1,p/a,1,0.099030000000000007,0.58632
NFD21_33,soldanella hungarica,SE,10,cover,2,0.099030000000000007,0.58632
NFD21_33,soldanella hungarica,x,100,cover,6,0.099030000000000007,0.58632
NFD21_39,solidago virgaurea,x,100,cover,1,0.1225,0.63382
NFD21_44,solidago virgaurea,x,100,cover,0.01,0.1225,0.63382
NFD21_20,solidago virgaurea,NE,1,p/a,1,0.1225,0.63382
NFD21_20,solidago virgaurea,NE,10,cover,0.5,0.1225,0.63382
NFD21_20,solidago virgaurea,SW,10,cover,0.01,0.1225,0.63382
NFD21_20,solidago virgaurea,x,100,cover,0.255,0.1225,0.63382
NFD21_23,solidago virgaurea,NE,10,cover,0.001,0.1225,0.63382
NFD21_23,solidago virgaurea,NW,1,p/a,1,0.1225,0.63382
NFD21_23,solidago virgaurea,NW,10,cover,5,0.1225,0.63382
NFD21_23,solidago virgaurea,x,100,cover,2.5005,0.1225,0.63382
NFD21_36,spergula morisonii,x,100,cover,1,1.29086,0.43285
NFD21_37,spergula morisonii,x,100,cover,1,1.29086,0.43285
NFD21_39,spergula morisonii,SE,10,cover,0.01,1.29086,0.43285
NFD21_39,spergula morisonii,x,100,cover,0.005,1.29086,0.43285
NFD21_43,spergula morisonii,NW,0.1,p/a,1,1.29086,0.43285
NFD21_43,spergula morisonii,NW,1,p/a,1,1.29086,0.43285
NFD21_43,spergula morisonii,NW,10,cover,0.5,1.29086,0.43285
NFD21_43,spergula morisonii,SE,10,cover,0.1,1.29086,0.43285
NFD21_43,spergula morisonii,x,100,cover,0.3,1.29086,0.43285
NFD21_44,spergula morisonii,NW,1,p/a,1,1.29086,0.43285
NFD21_44,spergula morisonii,NW,10,cover,0.5,1.29086,0.43285
NFD21_44,spergula morisonii,SE,0.1,p/a,1,1.29086,0.43285
NFD21_44,spergula morisonii,SE,1,p/a,1,1.29086,0.43285
NFD21_44,spergula morisonii,SE,10,cover,0.1,1.29086,0.43285
NFD21_44,spergula morisonii,x,100,cover,0.3,1.29086,0.43285
NFD21_40,stellaria graminea,NW,0.01,p/a,1,1.42862,0.52984
NFD21_40,stellaria graminea,NW,0.1,p/a,1,1.42862,0.52984
NFD21_40,stellaria graminea,NW,1,p/a,1,1.42862,0.52984
NFD21_40,stellaria graminea,NW,10,cover,0.1,1.42862,0.52984
NFD21_40,stellaria graminea,x,100,cover,0.05,1.42862,0.52984
NFD21_36,stellaria palustris,NE,1,p/a,1,1.37267,0.40313
NFD21_36,stellaria palustris,NE,10,cover,0.1,1.37267,0.40313
NFD21_36,stellaria palustris,x,100,cover,0.05,1.37267,0.40313
NFD21_31,tanacetum corymbosum,NW,10,cover,0.1,0.14094,0.63943
NFD21_31,tanacetum corymbosum,SE,10,cover,1,0.14094,0.63943
NFD21_31,tanacetum corymbosum,x,100,cover,0.55,0.14094,0.63943
NFD21_34,tanacetum corymbosum,NW,10,cover,0.3,0.14094,0.63943
NFD21_34,tanacetum corymbosum,x,100,cover,0.15,0.14094,0.63943
NFD21_42,taraxacum campylodes,NW,0.1,p/a,1,NA,NA
NFD21_42,taraxacum campylodes,NW,1,p/a,1,NA,NA
NFD21_42,taraxacum campylodes,NW,10,cover,2,NA,NA
NFD21_42,taraxacum campylodes,SE,0.01,p/a,1,NA,NA
NFD21_42,taraxacum campylodes,SE,0.1,p/a,1,NA,NA
NFD21_42,taraxacum campylodes,SE,1,p/a,1,NA,NA
NFD21_42,taraxacum campylodes,SE,10,cover,15,NA,NA
NFD21_42,taraxacum campylodes,x,100,cover,8.5,NA,NA
NFD21_36,teucrium scordium,x,100,cover,1,1.04593,0.4026
NFD21_34,thalictrum aquilegiifolium,NW,1,p/a,1,0.18113,0.62212
NFD21_34,thalictrum aquilegiifolium,NW,10,cover,0.1,0.18113,0.62212
NFD21_34,thalictrum aquilegiifolium,x,100,cover,0.05,0.18113,0.62212
NFD21_31,thymus alpestris,NW,10,cover,1,0.62564,0.32532
NFD21_31,thymus alpestris,SE,10,cover,10,0.62564,0.32532
NFD21_31,thymus alpestris,x,100,cover,5.5,0.62564,0.32532
NFD21_31,thymus pulcherrimus,NW,1,p/a,1,0.82142,0.38452
NFD21_31,thymus pulcherrimus,NW,10,cover,5,0.82142,0.38452
NFD21_31,thymus pulcherrimus,SE,0.1,p/a,1,0.82142,0.38452
NFD21_31,thymus pulcherrimus,SE,1,p/a,1,0.82142,0.38452
NFD21_31,thymus pulcherrimus,SE,10,cover,0.5,0.82142,0.38452
NFD21_31,thymus pulcherrimus,x,100,cover,2.75,0.82142,0.38452
NFD21_34,thymus pulcherrimus,SE,0.1,p/a,1,0.82142,0.38452
NFD21_34,thymus pulcherrimus,SE,1,p/a,1,0.82142,0.38452
NFD21_34,thymus pulcherrimus,SE,10,cover,7,0.82142,0.38452
NFD21_34,thymus pulcherrimus,x,100,cover,3.5,0.82142,0.38452
NFD21_40,thymus serpyllum,NW,1e-4,p/a,1,0.85823,0.47175
NFD21_40,thymus serpyllum,NW,0.001,p/a,1,0.85823,0.47175
NFD21_40,thymus serpyllum,NW,0.01,p/a,1,0.85823,0.47175
NFD21_40,thymus serpyllum,NW,0.1,p/a,1,0.85823,0.47175
NFD21_40,thymus serpyllum,NW,1,p/a,1,0.85823,0.47175
NFD21_40,thymus serpyllum,NW,10,cover,3,0.85823,0.47175
NFD21_40,thymus serpyllum,SE,1e-4,p/a,1,0.85823,0.47175
NFD21_40,thymus serpyllum,SE,0.001,p/a,1,0.85823,0.47175
NFD21_40,thymus serpyllum,SE,0.01,p/a,1,0.85823,0.47175
NFD21_40,thymus serpyllum,SE,0.1,p/a,1,0.85823,0.47175
NFD21_40,thymus serpyllum,SE,1,p/a,1,0.85823,0.47175
NFD21_40,thymus serpyllum,SE,10,cover,35,0.85823,0.47175
NFD21_40,thymus serpyllum,x,100,cover,19,0.85823,0.47175
NFD21_44,thymus serpyllum,NW,10,cover,1,0.85823,0.47175
NFD21_44,thymus serpyllum,x,100,cover,0.5,0.85823,0.47175
NFD21_40,trifolium arvense,SE,1,p/a,1,1.32442,0.53746
NFD21_40,trifolium arvense,SE,10,cover,0.2,1.32442,0.53746
NFD21_40,trifolium arvense,x,100,cover,0.1,1.32442,0.53746
NFD21_39,trifolium dubium,NW,1,p/a,1,1.97957,0.50969
NFD21_39,trifolium dubium,NW,10,cover,0.5,1.97957,0.50969
NFD21_39,trifolium dubium,SE,10,cover,0.1,1.97957,0.50969
NFD21_39,trifolium dubium,x,100,cover,0.3,1.97957,0.50969
NFD21_35,trifolium fragiferum,SE,10,cover,0.1,1.68021,0.5227
NFD21_35,trifolium fragiferum,x,100,cover,0.05,1.68021,0.5227
NFD21_36,trifolium fragiferum,NE,10,cover,1,1.68021,0.5227
NFD21_36,trifolium fragiferum,SW,0.01,p/a,1,1.68021,0.5227
NFD21_36,trifolium fragiferum,SW,0.1,p/a,1,1.68021,0.5227
NFD21_36,trifolium fragiferum,SW,1,p/a,1,1.68021,0.5227
NFD21_36,trifolium fragiferum,SW,10,cover,10,1.68021,0.5227
NFD21_36,trifolium fragiferum,x,100,cover,5.5,1.68021,0.5227
NFD21_39,trifolium pratense,NW,10,cover,0.01,1.37487,0.51602
NFD21_39,trifolium pratense,x,100,cover,0.005,1.37487,0.51602
NFD21_42,trifolium pratense,SE,10,cover,0.5,1.37487,0.51602
NFD21_42,trifolium pratense,x,100,cover,0.25,1.37487,0.51602
NFD21_34,trifolium repens,x,100,cover,1,1.73719,0.53223
NFD21_35,trifolium repens,NW,10,cover,1,1.73719,0.53223
NFD21_35,trifolium repens,SE,1,p/a,1,1.73719,0.53223
NFD21_35,trifolium repens,SE,10,cover,0.5,1.73719,0.53223
NFD21_35,trifolium repens,x,100,cover,0.75,1.73719,0.53223
NFD21_39,trifolium repens,NW,0.1,p/a,1,1.73719,0.53223
NFD21_39,trifolium repens,NW,1,p/a,1,1.73719,0.53223
NFD21_39,trifolium repens,NW,10,cover,3,1.73719,0.53223
NFD21_39,trifolium repens,x,100,cover,1.5,1.73719,0.53223
NFD21_42,trifolium repens,NW,0.1,p/a,1,1.73719,0.53223
NFD21_42,trifolium repens,NW,1,p/a,1,1.73719,0.53223
NFD21_42,trifolium repens,NW,10,cover,0.5,1.73719,0.53223
NFD21_42,trifolium repens,x,100,cover,0.25,1.73719,0.53223
NFD21_21,urtica dioica,NE,10,cover,0.005,0.44214,0.60658
NFD21_21,urtica dioica,x,100,cover,0.0025,0.44214,0.60658
