series,species,subplot,scale,response,value
NFD21_15,alchemilla monticola,NW,1,p/a,1
NFD21_15,alchemilla monticola,NW,10,cover,0.1
NFD21_15,alchemilla monticola,x,100,cover,0.05
NFD21_17,alchemilla monticola,NW,0.1,p/a,1
NFD21_17,alchemilla monticola,NW,1,p/a,1
NFD21_17,alchemilla monticola,NW,10,cover,2
NFD21_17,alchemilla monticola,SE,10,cover,0.1
NFD21_17,alchemilla monticola,x,100,cover,1.05
NFD21_06,allium flavescens,x,100,cover,0.1
NFD21_61,allium flavescens,NW,10,cover,0.5
NFD21_61,allium flavescens,SE,10,cover,0.5
NFD21_61,allium flavescens,x,100,cover,0.5
NFD21_08,allium lusitanicum,x,100,cover,0.1
NFD21_01,allium oleraceum,SE,10,cover,0.1
NFD21_01,allium oleraceum,x,100,cover,0.05
NFD21_63,allium oleraceum,SE,10,cover,0.01
NFD21_63,allium oleraceum,x,100,cover,0.005
NFD21_06,allium podolicum,NW,0.1,p/a,1
NFD21_06,allium podolicum,NW,1,p/a,1
NFD21_06,allium podolicum,NW,10,cover,0.01
NFD21_06,allium podolicum,SE,10,cover,0.1
NFD21_06,allium podolicum,x,100,cover,0.055
NFD21_07,allium podolicum,NW,10,cover,1
NFD21_07,allium podolicum,x,100,cover,0.5
NFD21_07,allium rotundum,x,100,cover,0.1
NFD21_61,allium rotundum,NW,10,cover,0.1
NFD21_61,allium rotundum,SE,1,p/a,1
NFD21_61,allium rotundum,SE,10,cover,0.1
NFD21_61,allium rotundum,x,100,cover,0.1
NFD21_12,allium victorialis,SE,10,cover,1
NFD21_12,allium victorialis,x,100,cover,0.5
NFD21_18,alopecurus pratensis,x,100,cover,0.1
NFD21_56,alopecurus pratensis,x,100,cover,0.1
NFD21_57,alopecurus pratensis,x,100,cover,0.1
NFD21_58,alopecurus pratensis,x,100,cover,0.1
NFD21_59,alopecurus pratensis,NE,1,p/a,1
NFD21_59,alopecurus pratensis,NE,10,cover,5
NFD21_59,alopecurus pratensis,SW,0.1,p/a,1
NFD21_59,alopecurus pratensis,SW,1,p/a,1
NFD21_59,alopecurus pratensis,SW,10,cover,10
NFD21_59,alopecurus pratensis,x,100,cover,0.1
NFD21_60,alopecurus pratensis,NW,0.1,p/a,1
NFD21_60,alopecurus pratensis,NW,1,p/a,1
NFD21_60,alopecurus pratensis,NW,10,cover,15
NFD21_60,alopecurus pratensis,SE,1e-4,p/a,1
NFD21_60,alopecurus pratensis,SE,0.001,p/a,1
NFD21_60,alopecurus pratensis,SE,0.01,p/a,1
NFD21_60,alopecurus pratensis,SE,0.1,p/a,1
NFD21_60,alopecurus pratensis,SE,1,p/a,1
NFD21_60,alopecurus pratensis,SE,10,cover,15
NFD21_60,alopecurus pratensis,x,100,cover,0.1
NFD21_61,alopecurus pratensis,x,100,cover,0.1
NFD21_62,alopecurus pratensis,x,100,cover,0.1
NFD21_63,alopecurus pratensis,x,100,cover,0.1
NFD21_64,alopecurus pratensis,x,100,cover,0.1
NFD21_06,alyssum alyssoides,NW,0.1,p/a,1
NFD21_06,alyssum alyssoides,NW,1,p/a,1
NFD21_06,alyssum alyssoides,NW,10,cover,0.5
NFD21_06,alyssum alyssoides,SE,10,cover,0.01
NFD21_06,alyssum alyssoides,x,100,cover,0.255
NFD21_07,alyssum alyssoides,NW,0.001,p/a,1
NFD21_07,alyssum alyssoides,NW,0.01,p/a,1
NFD21_07,alyssum alyssoides,NW,0.1,p/a,1
NFD21_07,alyssum alyssoides,NW,1,p/a,1
NFD21_07,alyssum alyssoides,NW,10,cover,0.1
NFD21_07,alyssum alyssoides,SE,10,cover,0.01
NFD21_07,alyssum alyssoides,x,100,cover,0.055
NFD21_08,alyssum alyssoides,SW,10,cover,0.01
NFD21_08,alyssum alyssoides,x,100,cover,0.005
NFD21_11,anemone narcissiflora,NE,1e-4,p/a,1
NFD21_11,anemone narcissiflora,NE,0.001,p/a,1
NFD21_11,anemone narcissiflora,NE,0.01,p/a,1
NFD21_11,anemone narcissiflora,NE,0.1,p/a,1
NFD21_11,anemone narcissiflora,NE,1,p/a,1
NFD21_11,anemone narcissiflora,NE,10,cover,0.1
NFD21_11,anemone narcissiflora,x,100,cover,0.05
NFD21_12,anemone narcissiflora,NW,1e-4,p/a,1
NFD21_12,anemone narcissiflora,NW,0.001,p/a,1
NFD21_12,anemone narcissiflora,NW,0.01,p/a,1
NFD21_12,anemone narcissiflora,NW,0.1,p/a,1
NFD21_12,anemone narcissiflora,NW,1,p/a,1
NFD21_12,anemone narcissiflora,NW,10,cover,0.03
NFD21_12,anemone narcissiflora,SE,1,p/a,1
NFD21_12,anemone narcissiflora,SE,10,cover,0.07
NFD21_12,anemone narcissiflora,x,100,cover,0.05
NFD21_13,anemone narcissiflora,NW,1,p/a,1
NFD21_13,anemone narcissiflora,NW,10,cover,0.5
NFD21_13,anemone narcissiflora,SE,10,cover,2
NFD21_13,anemone narcissiflora,x,100,cover,1.25
NFD21_14,anemone narcissiflora,NW,1,p/a,1
NFD21_14,anemone narcissiflora,NW,10,cover,2
NFD21_14,anemone narcissiflora,SE,1e-4,p/a,1
NFD21_14,anemone narcissiflora,SE,10,cover,15
NFD21_14,anemone narcissiflora,x,100,cover,8.5
NFD21_57,anemone narcissiflora,NW,10,cover,2
NFD21_57,anemone narcissiflora,SE,1,p/a,1
NFD21_57,anemone narcissiflora,SE,10,cover,2
NFD21_57,anemone narcissiflora,x,100,cover,2
NFD21_10,anemone nemorosa,NW,1e-4,p/a,1
NFD21_10,anemone nemorosa,NW,0.001,p/a,1
NFD21_10,anemone nemorosa,NW,0.01,p/a,1
NFD21_10,anemone nemorosa,NW,0.1,p/a,1
NFD21_10,anemone nemorosa,NW,1,p/a,1
NFD21_10,anemone nemorosa,NW,10,cover,0.5
NFD21_10,anemone nemorosa,SE,1,p/a,1
NFD21_10,anemone nemorosa,SE,10,cover,0.7
NFD21_10,anemone nemorosa,x,100,cover,0.6
NFD21_11,anemone nemorosa,x,100,cover,0.1
NFD21_14,anemone nemorosa,NW,10,cover,0.5
NFD21_14,anemone nemorosa,SE,10,cover,0.1
NFD21_14,anemone nemorosa,x,100,cover,0.3
NFD21_05,anemone sylvestris,SE,1,p/a,1
NFD21_05,anemone sylvestris,SE,10,cover,0.1
NFD21_05,anemone sylvestris,x,100,cover,0.05
NFD21_08,anemone sylvestris,NE,10,cover,0.5
NFD21_08,anemone sylvestris,x,100,cover,0.25
NFD21_09,angelica sylvestris,NW,10,cover,1
NFD21_09,angelica sylvestris,x,100,cover,0.5
NFD21_15,angelica sylvestris,SE,1,p/a,1
NFD21_15,angelica sylvestris,SE,10,cover,0.01
NFD21_15,angelica sylvestris,x,100,cover,0.005
NFD21_16,angelica sylvestris,NW,0.01,p/a,1
NFD21_16,angelica sylvestris,NW,0.1,p/a,1
NFD21_16,angelica sylvestris,NW,1,p/a,1
NFD21_16,angelica sylvestris,NW,10,cover,2
NFD21_16,angelica sylvestris,SE,0.001,p/a,1
NFD21_16,angelica sylvestris,SE,0.01,p/a,1
NFD21_16,angelica sylvestris,SE,0.1,p/a,1
NFD21_16,angelica sylvestris,SE,1,p/a,1
NFD21_16,angelica sylvestris,SE,10,cover,2
NFD21_16,angelica sylvestris,x,100,cover,2
NFD21_17,angelica sylvestris,NW,1,p/a,1
NFD21_17,angelica sylvestris,NW,10,cover,2
NFD21_17,angelica sylvestris,SE,1,p/a,1
NFD21_17,angelica sylvestris,SE,10,cover,0.1
NFD21_17,angelica sylvestris,x,100,cover,1.05
NFD21_18,angelica sylvestris,NW,1,p/a,1
NFD21_18,angelica sylvestris,NW,10,cover,0.8
NFD21_18,angelica sylvestris,SE,0.1,p/a,1
NFD21_18,angelica sylvestris,SE,1,p/a,1
NFD21_18,angelica sylvestris,SE,10,cover,0.2
NFD21_18,angelica sylvestris,x,100,cover,0.5
NFD21_57,angelica sylvestris,NW,0.01,p/a,1
NFD21_57,angelica sylvestris,NW,0.1,p/a,1
NFD21_57,angelica sylvestris,NW,1,p/a,1
NFD21_57,angelica sylvestris,NW,10,cover,0.5
NFD21_57,angelica sylvestris,SE,10,cover,0.5
NFD21_57,angelica sylvestris,x,100,cover,0.5
NFD21_10,antennaria dioica,x,100,cover,0.1
NFD21_11,antennaria dioica,NE,1,p/a,1
NFD21_11,antennaria dioica,NE,10,cover,5
NFD21_11,antennaria dioica,SW,0.001,p/a,1
NFD21_11,antennaria dioica,SW,0.01,p/a,1
NFD21_11,antennaria dioica,SW,0.1,p/a,1
NFD21_11,antennaria dioica,SW,1,p/a,1
NFD21_11,antennaria dioica,SW,10,cover,6
NFD21_11,antennaria dioica,x,100,cover,5.5
NFD21_01,anthericum ramosum,NW,0.001,p/a,1
NFD21_01,anthericum ramosum,NW,0.01,p/a,1
NFD21_01,anthericum ramosum,NW,0.1,p/a,1
NFD21_01,anthericum ramosum,NW,1,p/a,1
NFD21_01,anthericum ramosum,NW,10,cover,5
NFD21_01,anthericum ramosum,SE,0.001,p/a,1
NFD21_01,anthericum ramosum,SE,0.01,p/a,1
NFD21_01,anthericum ramosum,SE,0.1,p/a,1
NFD21_01,anthericum ramosum,SE,1,p/a,1
NFD21_01,anthericum ramosum,SE,10,cover,10
NFD21_01,anthericum ramosum,x,100,cover,7.5
NFD21_05,anthericum ramosum,NW,1e-4,p/a,1
NFD21_05,anthericum ramosum,NW,0.001,p/a,1
NFD21_05,anthericum ramosum,NW,0.01,p/a,1
NFD21_05,anthericum ramosum,NW,0.1,p/a,1
NFD21_05,anthericum ramosum,NW,1,p/a,1
NFD21_05,anthericum ramosum,NW,10,cover,10
NFD21_05,anthericum ramosum,SE,1e-4,p/a,1
NFD21_05,anthericum ramosum,SE,0.001,p/a,1
NFD21_05,anthericum ramosum,SE,0.01,p/a,1
NFD21_05,anthericum ramosum,SE,0.1,p/a,1
NFD21_05,anthericum ramosum,SE,1,p/a,1
NFD21_05,anthericum ramosum,SE,10,cover,20
NFD21_05,anthericum ramosum,x,100,cover,15
NFD21_06,anthericum ramosum,NW,0.01,p/a,1
NFD21_06,anthericum ramosum,NW,0.1,p/a,1
NFD21_06,anthericum ramosum,NW,1,p/a,1
NFD21_06,anthericum ramosum,NW,10,cover,0.5
NFD21_06,anthericum ramosum,x,100,cover,0.25
NFD21_08,anthericum ramosum,NE,0.01,p/a,1
NFD21_08,anthericum ramosum,NE,0.1,p/a,1
NFD21_08,anthericum ramosum,NE,1,p/a,1
NFD21_08,anthericum ramosum,NE,10,cover,0.5
NFD21_08,anthericum ramosum,SW,0.1,p/a,1
NFD21_08,anthericum ramosum,SW,1,p/a,1
NFD21_08,anthericum ramosum,SW,10,cover,0.8
NFD21_08,anthericum ramosum,x,100,cover,0.65
NFD21_57,anthericum ramosum,NW,10,cover,0.5
NFD21_57,anthericum ramosum,SE,0.1,p/a,1
NFD21_57,anthericum ramosum,SE,1,p/a,1
NFD21_57,anthericum ramosum,SE,10,cover,0.5
NFD21_57,anthericum ramosum,x,100,cover,0.5
NFD21_63,anthericum ramosum,NW,10,cover,0.01
NFD21_63,anthericum ramosum,SE,0.1,p/a,1
NFD21_63,anthericum ramosum,SE,1,p/a,1
NFD21_63,anthericum ramosum,SE,10,cover,0.01
NFD21_63,anthericum ramosum,x,100,cover,0.01
NFD21_64,anthericum ramosum,SE,10,cover,0.5
NFD21_64,anthericum ramosum,x,100,cover,0.25
NFD21_04,anthoxanthum odoratum,NW,1,p/a,1
NFD21_04,anthoxanthum odoratum,NW,10,cover,15
NFD21_04,anthoxanthum odoratum,SE,0.1,p/a,1
NFD21_04,anthoxanthum odoratum,SE,1,p/a,1
NFD21_04,anthoxanthum odoratum,SE,10,cover,5
NFD21_04,anthoxanthum odoratum,x,100,cover,10
NFD21_09,anthoxanthum odoratum,x,100,cover,0.1
NFD21_10,anthoxanthum odoratum,NW,1,p/a,1
NFD21_10,anthoxanthum odoratum,NW,10,cover,0.1
NFD21_10,anthoxanthum odoratum,SE,10,cover,2
NFD21_10,anthoxanthum odoratum,x,100,cover,1.05
NFD21_12,anthoxanthum odoratum,x,100,cover,0.1
NFD21_14,anthoxanthum odoratum,NW,10,cover,0.5
NFD21_14,anthoxanthum odoratum,x,100,cover,0.25
NFD21_15,anthoxanthum odoratum,SE,10,cover,3
NFD21_15,anthoxanthum odoratum,x,100,cover,1.5
NFD21_16,anthoxanthum odoratum,x,100,cover,0.1
NFD21_17,anthoxanthum odoratum,NW,10,cover,1
NFD21_17,anthoxanthum odoratum,x,100,cover,0.5
NFD21_18,anthoxanthum odoratum,NW,1e-4,p/a,1
NFD21_18,anthoxanthum odoratum,NW,0.001,p/a,1
NFD21_18,anthoxanthum odoratum,NW,0.01,p/a,1
NFD21_18,anthoxanthum odoratum,NW,0.1,p/a,1
NFD21_18,anthoxanthum odoratum,NW,1,p/a,1
NFD21_18,anthoxanthum odoratum,NW,10,cover,5
NFD21_18,anthoxanthum odoratum,SE,1e-4,p/a,1
NFD21_18,anthoxanthum odoratum,SE,0.001,p/a,1
NFD21_18,anthoxanthum odoratum,SE,0.01,p/a,1
NFD21_18,anthoxanthum odoratum,SE,0.1,p/a,1
NFD21_18,anthoxanthum odoratum,SE,1,p/a,1
NFD21_18,anthoxanthum odoratum,SE,10,cover,1
NFD21_18,anthoxanthum odoratum,x,100,cover,3
NFD21_58,anthoxanthum odoratum,NW,10,cover,1
NFD21_58,anthoxanthum odoratum,x,100,cover,0.5
NFD21_63,anthoxanthum odoratum,SE,0.01,p/a,1
NFD21_63,anthoxanthum odoratum,SE,0.1,p/a,1
NFD21_63,anthoxanthum odoratum,SE,1,p/a,1
NFD21_63,anthoxanthum odoratum,SE,10,cover,1
NFD21_63,anthoxanthum odoratum,x,100,cover,0.5
NFD21_08,anthyllis vulneraria,NE,1,p/a,1
NFD21_08,anthyllis vulneraria,NE,10,cover,0.3
NFD21_08,anthyllis vulneraria,SW,10,cover,0.01
NFD21_08,anthyllis vulneraria,x,100,cover,0.155
NFD21_01,anthyllis vulneraria,x,100,cover,0.1
NFD21_11,anthyllis vulneraria,NE,0.001,p/a,1
NFD21_11,anthyllis vulneraria,NE,0.01,p/a,1
NFD21_11,anthyllis vulneraria,NE,0.1,p/a,1
NFD21_11,anthyllis vulneraria,NE,1,p/a,1
NFD21_11,anthyllis vulneraria,NE,10,cover,7
NFD21_11,anthyllis vulneraria,SW,0.1,p/a,1
NFD21_11,anthyllis vulneraria,SW,1,p/a,1
NFD21_11,anthyllis vulneraria,SW,10,cover,1
NFD21_11,anthyllis vulneraria,x,100,cover,4
NFD21_15,anthyllis vulneraria,NW,1,p/a,1
NFD21_15,anthyllis vulneraria,NW,10,cover,5
NFD21_15,anthyllis vulneraria,SE,1,p/a,1
NFD21_15,anthyllis vulneraria,SE,10,cover,1
NFD21_15,anthyllis vulneraria,x,100,cover,3
NFD21_01,aposeris foetida,x,100,cover,0.1
NFD21_11,aposeris foetida,NE,10,cover,0.1
NFD21_11,aposeris foetida,SW,10,cover,1
NFD21_11,aposeris foetida,x,100,cover,0.55
NFD21_02,arabidopsis arenosa,SE,10,cover,0.01
NFD21_02,arabidopsis arenosa,x,100,cover,0.005
NFD21_59,arabidopsis arenosa,NE,10,cover,0.01
NFD21_59,arabidopsis arenosa,SW,0.01,p/a,1
NFD21_59,arabidopsis arenosa,SW,0.1,p/a,1
NFD21_59,arabidopsis arenosa,SW,1,p/a,1
NFD21_59,arabidopsis arenosa,SW,10,cover,0.1
NFD21_59,arabidopsis arenosa,x,100,cover,0.055
NFD21_06,arabidopsis thaliana,NW,10,cover,0.1
NFD21_06,arabidopsis thaliana,x,100,cover,0.05
NFD21_07,arabidopsis thaliana,SE,0.001,p/a,1
NFD21_07,arabidopsis thaliana,SE,0.01,p/a,1
NFD21_07,arabidopsis thaliana,SE,0.1,p/a,1
NFD21_07,arabidopsis thaliana,SE,1,p/a,1
NFD21_07,arabidopsis thaliana,SE,10,cover,0.3
NFD21_07,arabidopsis thaliana,x,100,cover,0.15
NFD21_10,arabidopsis thaliana,NW,0.1,p/a,1
NFD21_10,arabidopsis thaliana,NW,1,p/a,1
NFD21_10,arabidopsis thaliana,NW,10,cover,0.01
NFD21_10,arabidopsis thaliana,x,100,cover,0.005
NFD21_06,arabis nova,NW,1,p/a,1
NFD21_06,arabis nova,NW,10,cover,0.2
NFD21_06,arabis nova,SE,1,p/a,1
NFD21_06,arabis nova,SE,10,cover,0.2
NFD21_06,arabis nova,x,100,cover,0.2
NFD21_08,arabis hirsuta,NE,10,cover,0.1
NFD21_08,arabis hirsuta,x,100,cover,0.05
NFD21_11,arabis hirsuta,NE,10,cover,0.1
NFD21_11,arabis hirsuta,SW,10,cover,0.1
NFD21_11,arabis hirsuta,x,100,cover,0.1
NFD21_13,arabis hirsuta,NW,10,cover,0.1
NFD21_13,arabis hirsuta,x,100,cover,0.05
NFD21_14,arabis hirsuta,NW,0.1,p/a,1
NFD21_14,arabis hirsuta,NW,1,p/a,1
NFD21_14,arabis hirsuta,NW,10,cover,0.01
NFD21_14,arabis hirsuta,x,100,cover,0.005
NFD21_02,arenaria serpyllifolia,NW,1e-4,p/a,1
NFD21_02,arenaria serpyllifolia,NW,0.001,p/a,1
NFD21_02,arenaria serpyllifolia,NW,0.01,p/a,1
NFD21_02,arenaria serpyllifolia,NW,0.1,p/a,1
NFD21_02,arenaria serpyllifolia,NW,1,p/a,1
NFD21_02,arenaria serpyllifolia,NW,10,cover,5
NFD21_02,arenaria serpyllifolia,SE,0.01,p/a,1
NFD21_02,arenaria serpyllifolia,SE,0.1,p/a,1
NFD21_02,arenaria serpyllifolia,SE,1,p/a,1
NFD21_02,arenaria serpyllifolia,SE,10,cover,5
NFD21_02,arenaria serpyllifolia,x,100,cover,5
NFD21_03,arenaria serpyllifolia,x,100,cover,0.1
NFD21_04,arenaria serpyllifolia,NW,1,p/a,1
NFD21_04,arenaria serpyllifolia,NW,10,cover,0.5
NFD21_04,arenaria serpyllifolia,SE,0.1,p/a,1
NFD21_04,arenaria serpyllifolia,SE,1,p/a,1
NFD21_04,arenaria serpyllifolia,SE,10,cover,0.5
NFD21_04,arenaria serpyllifolia,x,100,cover,0.5
NFD21_06,arenaria serpyllifolia,NW,1e-4,p/a,1
NFD21_06,arenaria serpyllifolia,NW,0.001,p/a,1
NFD21_06,arenaria serpyllifolia,NW,0.01,p/a,1
NFD21_06,arenaria serpyllifolia,NW,0.1,p/a,1
NFD21_06,arenaria serpyllifolia,NW,1,p/a,1
NFD21_06,arenaria serpyllifolia,NW,10,cover,1
NFD21_06,arenaria serpyllifolia,SE,0.001,p/a,1
NFD21_06,arenaria serpyllifolia,SE,0.01,p/a,1
NFD21_06,arenaria serpyllifolia,SE,0.1,p/a,1
NFD21_06,arenaria serpyllifolia,SE,1,p/a,1
NFD21_06,arenaria serpyllifolia,SE,10,cover,3
NFD21_06,arenaria serpyllifolia,x,100,cover,2
NFD21_07,arenaria serpyllifolia,NW,0.001,p/a,1
NFD21_07,arenaria serpyllifolia,NW,0.01,p/a,1
NFD21_07,arenaria serpyllifolia,NW,0.1,p/a,1
NFD21_07,arenaria serpyllifolia,NW,1,p/a,1
NFD21_07,arenaria serpyllifolia,NW,10,cover,0.1
NFD21_07,arenaria serpyllifolia,SE,0.01,p/a,1
NFD21_07,arenaria serpyllifolia,SE,0.1,p/a,1
NFD21_07,arenaria serpyllifolia,SE,1,p/a,1
NFD21_07,arenaria serpyllifolia,SE,10,cover,5
NFD21_07,arenaria serpyllifolia,x,100,cover,2.55
NFD21_08,arenaria serpyllifolia,NE,10,cover,0.01
NFD21_08,arenaria serpyllifolia,SW,10,cover,0.1
NFD21_08,arenaria serpyllifolia,x,100,cover,0.055
NFD21_61,arenaria serpyllifolia,x,100,cover,0.1
NFD21_09,arnica montana,SE,0.1,p/a,1
NFD21_09,arnica montana,SE,1,p/a,1
NFD21_09,arnica montana,SE,10,cover,1
NFD21_09,arnica montana,x,100,cover,0.5
NFD21_10,arnica montana,NW,0.1,p/a,1
NFD21_10,arnica montana,NW,1,p/a,1
NFD21_10,arnica montana,NW,10,cover,0.1
NFD21_10,arnica montana,SE,1,p/a,1
NFD21_10,arnica montana,SE,10,cover,5
NFD21_10,arnica montana,x,100,cover,2.55
NFD21_12,arnica montana,SE,10,cover,0.5
NFD21_12,arnica montana,x,100,cover,0.25
NFD21_14,arnica montana,NW,0.01,p/a,1
NFD21_14,arnica montana,NW,0.1,p/a,1
NFD21_14,arnica montana,NW,1,p/a,1
NFD21_14,arnica montana,NW,10,cover,15
NFD21_14,arnica montana,x,100,cover,7.5
NFD21_16,arnica montana,NW,10,cover,0.5
NFD21_16,arnica montana,SE,1,p/a,1
NFD21_16,arnica montana,SE,10,cover,0.1
NFD21_16,arnica montana,x,100,cover,0.3
NFD21_05,arrhenatherum elatius,NW,10,cover,1
NFD21_05,arrhenatherum elatius,x,100,cover,0.5
NFD21_62,arrhenatherum elatius,SE,1,p/a,1
NFD21_62,arrhenatherum elatius,SE,10,cover,0.5
NFD21_62,arrhenatherum elatius,x,100,cover,0.25
NFD21_63,arrhenatherum elatius,SE,10,cover,0.5
NFD21_63,arrhenatherum elatius,x,100,cover,0.25
NFD21_64,arrhenatherum elatius,NW,10,cover,1
NFD21_64,arrhenatherum elatius,x,100,cover,0.5
NFD21_02,artemisia austriaca,NW,1e-4,p/a,1
NFD21_02,artemisia austriaca,NW,0.001,p/a,1
NFD21_02,artemisia austriaca,NW,0.01,p/a,1
NFD21_02,artemisia austriaca,NW,0.1,p/a,1
NFD21_02,artemisia austriaca,NW,1,p/a,1
NFD21_02,artemisia austriaca,NW,10,cover,0.1
NFD21_02,artemisia austriaca,SE,0.1,p/a,1
NFD21_02,artemisia austriaca,SE,1,p/a,1
NFD21_02,artemisia austriaca,SE,10,cover,0.1
NFD21_02,artemisia austriaca,x,100,cover,0.1
NFD21_06,artemisia austriaca,x,100,cover,0.1
NFD21_07,artemisia austriaca,NW,0.1,p/a,1
NFD21_07,artemisia austriaca,NW,1,p/a,1
NFD21_07,artemisia austriaca,NW,10,cover,1
NFD21_07,artemisia austriaca,SE,10,cover,2
NFD21_07,artemisia austriaca,x,100,cover,1.5
NFD21_06,artemisia campestris,NW,1,p/a,1
NFD21_06,artemisia campestris,NW,10,cover,0.5
NFD21_06,artemisia campestris,SE,10,cover,3
NFD21_06,artemisia campestris,x,100,cover,1.75
NFD21_07,artemisia campestris,NW,10,cover,3
NFD21_07,artemisia campestris,SE,10,cover,2
NFD21_07,artemisia campestris,x,100,cover,2.5
NFD21_60,asparagus officinalis,x,100,cover,0.1
NFD21_02,asperula cynanchica,NW,1,p/a,1
NFD21_02,asperula cynanchica,NW,10,cover,0.1
NFD21_02,asperula cynanchica,SE,10,cover,0.5
NFD21_02,asperula cynanchica,x,100,cover,0.3
NFD21_05,asperula cynanchica,NW,0.1,p/a,1
NFD21_05,asperula cynanchica,NW,1,p/a,1
NFD21_05,asperula cynanchica,NW,10,cover,2
NFD21_05,asperula cynanchica,SE,1,p/a,1
NFD21_05,asperula cynanchica,SE,10,cover,0.1
NFD21_05,asperula cynanchica,x,100,cover,1.05
NFD21_06,asperula cynanchica,NW,0.1,p/a,1
NFD21_06,asperula cynanchica,NW,1,p/a,1
NFD21_06,asperula cynanchica,NW,10,cover,0.1
NFD21_06,asperula cynanchica,SE,1,p/a,1
NFD21_06,asperula cynanchica,SE,10,cover,0.1
NFD21_06,asperula cynanchica,x,100,cover,0.1
NFD21_07,asperula cynanchica,NW,10,cover,0.1
NFD21_07,asperula cynanchica,SE,0.01,p/a,1
NFD21_07,asperula cynanchica,SE,0.1,p/a,1
NFD21_07,asperula cynanchica,SE,1,p/a,1
NFD21_07,asperula cynanchica,SE,10,cover,0.1
NFD21_07,asperula cynanchica,x,100,cover,0.1
NFD21_08,asperula cynanchica,NE,0.001,p/a,1
NFD21_08,asperula cynanchica,NE,0.01,p/a,1
NFD21_08,asperula cynanchica,NE,0.1,p/a,1
NFD21_08,asperula cynanchica,NE,1,p/a,1
NFD21_08,asperula cynanchica,NE,10,cover,0.1
NFD21_08,asperula cynanchica,SW,10,cover,0.01
NFD21_08,asperula cynanchica,x,100,cover,0.055
NFD21_56,asperula cynanchica,NW,0.1,p/a,1
NFD21_56,asperula cynanchica,NW,1,p/a,1
NFD21_56,asperula cynanchica,NW,10,cover,0.5
NFD21_56,asperula cynanchica,SE,1,p/a,1
NFD21_56,asperula cynanchica,SE,10,cover,2
NFD21_56,asperula cynanchica,x,100,cover,1.25
NFD21_57,asperula cynanchica,NW,10,cover,0.5
NFD21_57,asperula cynanchica,SE,1e-4,p/a,1
NFD21_57,asperula cynanchica,SE,0.001,p/a,1
NFD21_57,asperula cynanchica,SE,0.01,p/a,1
NFD21_57,asperula cynanchica,SE,0.1,p/a,1
NFD21_57,asperula cynanchica,SE,1,p/a,1
NFD21_57,asperula cynanchica,SE,10,cover,0.5
NFD21_57,asperula cynanchica,x,100,cover,0.5
NFD21_61,asperula cynanchica,NW,0.1,p/a,1
NFD21_61,asperula cynanchica,NW,1,p/a,1
NFD21_61,asperula cynanchica,NW,10,cover,0.5
NFD21_61,asperula cynanchica,SE,0.01,p/a,1
NFD21_61,asperula cynanchica,SE,0.1,p/a,1
NFD21_61,asperula cynanchica,SE,1,p/a,1
NFD21_61,asperula cynanchica,SE,10,cover,5
NFD21_61,asperula cynanchica,x,100,cover,2.75
NFD21_62,asperula cynanchica,NW,1,p/a,1
NFD21_62,asperula cynanchica,NW,10,cover,0.5
NFD21_62,asperula cynanchica,SE,10,cover,0.5
NFD21_62,asperula cynanchica,x,100,cover,0.5
NFD21_64,asperula cynanchica,NW,1,p/a,1
NFD21_64,asperula cynanchica,NW,10,cover,0.5
NFD21_64,asperula cynanchica,SE,10,cover,0.5
NFD21_64,asperula cynanchica,x,100,cover,0.5
NFD21_08,asplenium ruta-muraria,NE,10,cover,0.1
NFD21_08,asplenium ruta-muraria,x,100,cover,0.05
NFD21_05,aster amellus,NW,0.1,p/a,1
NFD21_05,aster amellus,NW,1,p/a,1
NFD21_05,aster amellus,NW,10,cover,2
NFD21_05,aster amellus,SE,0.1,p/a,1
NFD21_05,aster amellus,SE,1,p/a,1
NFD21_05,aster amellus,SE,10,cover,0.5
NFD21_05,aster amellus,x,100,cover,1.25
NFD21_06,aster amellus,NW,10,cover,0.5
NFD21_06,aster amellus,x,100,cover,0.25
NFD21_56,aster amellus,NW,1,p/a,1
NFD21_56,aster amellus,NW,10,cover,2
NFD21_56,aster amellus,x,100,cover,1
NFD21_61,astragalus austriacus,SE,1,p/a,1
NFD21_61,astragalus austriacus,SE,10,cover,0.5
NFD21_61,astragalus austriacus,x,100,cover,0.25
NFD21_61,astragalus monspessulanus,NW,1,p/a,1
NFD21_61,astragalus monspessulanus,NW,10,cover,0.5
NFD21_61,astragalus monspessulanus,x,100,cover,0.25
NFD21_05,astragalus onobrychis,x,100,cover,0.1
NFD21_06,astragalus onobrychis,x,100,cover,0.1
NFD21_08,astragalus onobrychis,NE,1,p/a,1
NFD21_08,astragalus onobrychis,NE,10,cover,0.3
NFD21_08,astragalus onobrychis,x,100,cover,0.15
NFD21_61,astragalus onobrychis,x,100,cover,0.1
NFD21_61,astragalus vesicarius,NW,0.01,p/a,1
NFD21_61,astragalus vesicarius,NW,0.1,p/a,1
NFD21_61,astragalus vesicarius,NW,1,p/a,1
NFD21_61,astragalus vesicarius,NW,10,cover,15
NFD21_61,astragalus vesicarius,SE,0.01,p/a,1
NFD21_61,astragalus vesicarius,SE,0.1,p/a,1
NFD21_61,astragalus vesicarius,SE,1,p/a,1
NFD21_61,astragalus vesicarius,SE,10,cover,10
NFD21_61,astragalus vesicarius,x,100,cover,12.5
NFD21_09,astrantia major,NW,0.01,p/a,1
